time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,subject_number,foot
0.948,-0.06391839999701858,0.934241715856129,0.0526336985970452,-2.0391043950965777,-1.9212122022060714,1.1444142645342055,0.9358852371457329,-0.08449645311389177,1.9008564279715783,2,right
0.9520000000000001,-0.05954517052794396,0.9367354114690394,0.051557879870048375,-2.062813210740372,-1.9116087706806713,1.1544673841786794,0.9390651431721533,-0.08823126473820203,1.9324477778896332,2,right
0.953,-0.055158105961198294,0.939180139915392,0.05047659051217081,-2.0860400806807307,-1.9008560233939655,1.164415335284055,0.9419278160241507,-0.09184127985041059,1.9634106128417248,2,right
0.956,-0.05075753122929279,0.9415746583393998,0.04939000831953782,-2.1087803687171447,-1.8889674833671422,1.1742535593666132,0.9444737262430657,-0.09532166305600018,1.9937259999634973,2,right
0.956,-0.04634379376835931,0.9439178351988683,0.048298328727251275,-2.131029481644252,-1.8759578409915378,1.1839774421092597,0.9467035813570696,-0.09866774112719995,2.0233752984697815,2,right
0.96,-0.041917266798765895,0.9462086519206353,0.04720176488670715,-2.1527828812029886,-1.861842939708189,1.1935823165813648,0.9486183219066558,-0.10187500499028919,2.0523401689650886,2,right
0.96,-0.03747835263718662,0.948446204354906,0.04610054768736686,-2.1740360942627435,-1.8466397599500304,1.2030634665676772,0.9502191172099687,-0.10493911078391921,2.080602582581526,2,right
0.965,-0.03302748600622464,0.9506297040208771,0.044994925718082564,-2.194784721298427,-1.830366401309402,1.2124161300342315,0.9515073608743747,-0.1078558799980561,2.1081448300292758,2,right
0.966,-0.028565137310191273,0.9527584791357196,0.043885165168229406,-2.2150244432249293,-1.8130420628903554,1.221635502758834,0.9524846660597824,-0.11062129870274862,2.1349495306428,2,right
0.97,-0.02409181584894367,0.9548319754179175,0.042771549672640775,-2.2347510266500175,-1.794687021802117,1.230716742153351,0.9531528604983079,-0.11323151587551454,2.1609996415039316,2,right
0.97,-0.0196080729449977,0.9568497566556724,0.041654380104362156,-2.253960327605271,-1.775322609747009,1.2396549713046616,0.9535139812739948,-0.11568284083571602,2.1862784667209247,2,right
0.975,-0.015114504961918749,0.958811505032325,0.04053397431725176,-2.2726482938131825,-1.754971187653099,1.2484452832607438,0.9535702693653972,-0.11797173979385969,2.2107696669404437,2,right
0.976,-0.010611756194740214,0.9607170212020225,0.03941066684005929,-2.2908109655470867,-1.7336561182988934,1.2570827455879747,0.953324163952952,-0.12009483152331232,2.2344572691672786,2,right
0.98,-0.0061005216162400774,0.962566224109259,0.03828480852603231,-2.3084444751390976,-1.7114017368744996,1.26556240522531,0.952778296492181,-0.12204888216146637,2.257325676964377,2,right
0.981,-0.0015815494652750167,0.9643591505465354,0.03715676616523703,-2.3255450451897213,-1.688233319420835,1.273879293660586,0.9519354845528896,-0.12383079914692337,2.2793596811035104,2,right
0.985,0.002944356335514862,0.9660959544461051,0.03602692206780436,-2.3421089855313193,-1.6641770490857113,1.282028432453745,0.9507987254236614,-0.12543762429878735,2.3005444707345974,2,right
0.986,0.007476333943833524,0.967776905903544,0.034895673624572146,-2.3581326889960694,-1.6392599801329122,1.290004839131334,0.9493711894800876,-0.12686652604367518,2.3208656451393375,2,right
0.99,0.012013461552005132,0.969402389931901,0.03376343284921835,-2.3736126260375414,-1.6135099996377646,1.2978035334761564,0.947656213314315,-0.12811479079555638,2.340309226132423,2,right
0.991,0.01655475553753998,0.9709729049466513,0.03263062590522514,-2.3885453382534596,-1.586955786800156,1.3054195442354795,0.945657292630769,-0.1291798135183615,2.358861671144064,2,right
0.992,0.021099168816718847,0.9724890609842174,0.031497692621350874,-2.402927430855684,-1.5596267698034796,1.3128479162706985,0.9433780749526519,-0.13005908762743504,2.376509886879579,2,right
0.997,0.025645589409173386,0.9739515776584647,0.03036508599927094,-2.4167555641318685,-1.53155308014559,1.3200837181708525,0.9408223522560298,-0.13075019461335438,2.393241243205415,2,right
0.997,0.03019283921967001,0.9753612818595028,0.02923327171712733,-2.430026443941683,-1.502765504365556,1.3271220503518557,0.9379940536880813,-0.13125079389775743,2.4090435867728983,2,right
0.998,0.03473967303898201,0.9767191051991976,0.028102727633099272,-2.4427368113151724,-1.4732954331606098,1.3339580536470468,0.9348972384847023,-0.13155861330364158,2.4239052540239268,2,right
1.0,0.03928477776306951,0.9780260812089774,0.026973943292479607,-2.454883431350516,-1.4431748082497893,1.340586918315431,0.9315360891288251,-0.13167144029409025,2.437815083464045,2,right
1.0,0.04382677183050734,0.9792833422964635,0.025847419440226938,-2.466463081843192,-1.4124360679943329,1.3470038932518362,0.927914904749452,-0.13158711400619022,2.4507624272211856,2,right
1.004,0.04836420487911394,0.9804921164676144,0.024723667540311755,-2.477472542208215,-1.381112093147164,1.3532042951039531,0.924038094752515,-0.1313035180810187,2.462737161932739,2,right
1.005,0.05289555762114932,0.9816537238214599,0.023603209303848623,-2.487908583124216,-1.3492361537376996,1.3591835170793065,0.9199101726739168,-0.13081857429002025,2.473729699000887,2,right
1.0090000000000001,0.05741924193349194,0.9827695728257013,0.02248657622884361,-2.497767957090174,-1.3168418574408234,1.3649370373661809,0.9155357502443584,-0.13013023695752612,2.4837309942533796,2,right
1.01,0.0619336011575348,0.9838411563826925,0.021374309154883187,-2.50704738995268,-1.2839630994129614,1.370460427170573,0.9109195316548261,-0.12923648817859723,2.4927325570441297,2,right
1.014,0.06643691060334411,0.9848700476958044,0.020266957837020576,-2.5157435734337086,-1.2506340135037584,1.3757493583863372,0.9060663080108905,-0.1281353338307932,2.5007264588251834,2,right
1.015,0.0709273782517574,0.9858578959458077,0.01916508054437435,-2.5238531586872073,-1.2168889247503683,1.3807996109150422,0.9009809519632599,-0.12682480037788546,2.5077053412187835,2,right
1.0170000000000001,0.0754031456455354,0.9868064217856816,0.01806924368858068,-2.531372750911155,-1.1827623030599779,1.385607079651399,0.895668412501338,-0.12530293246294283,2.5136624236153624,2,right
1.022,0.07986228895818985,0.9877174126603778,0.016980021484364005,-2.538298905040071,-1.1482887179848973,1.3901677811494408,0.8901337098958546,-0.12356779128762208,2.5185915103204217,2,right
1.022,0.08430282022831441,0.9885927179567866,0.015897995641485783,-2.5446281225412535,-1.1135027944933469,1.3944778599839562,0.8843819307759696,-0.12161745377389414,2.522486997270321,2,right
1.0270000000000001,0.08872268874738692,0.9894342439895596,0.014823755086553965,-2.55035684933635,-1.0784391696379785,1.3985335948209796,0.878418223325601,-0.11945001250383014,2.525343878334085,2,right
1.028,0.09311978258903555,0.9902439488299813,0.013757895714105921,-2.555481474868146,-1.0431324500231745,1.402331404210429,0.8722477925830887,-0.11706357643245839,2.527157751215371,2,right
1.031,0.09749193026801274,0.9910238369861752,0.012701020167928914,-2.5599983323307476,-1.007617169971267,1.405867852113266,0.8658758958276792,-0.11445627236808556,2.5279248229657822,2,right
1.032,0.10183690251807159,0.991775953943442,0.011653737655283387,-2.563903700079606,-0.9719277502870225,1.4091396531748237,0.8593078380357136,-0.11162624721385114,2.527641915117717,2,right
1.036,0.10615241417901801,0.9925023805745214,0.01061666379715825,-2.567193804236097,-0.9360984575190414,1.4121436777552017,0.8525489673888015,-0.10857167096365605,2.526306468441964,2,right
1.037,0.11043612618358502,0.9932052274310668,0.00959042051564843,-2.5698648224996274,-0.9001633636161191,1.4148769567268806,0.8456046708156891,-0.1052907404449709,2.523916547332235,2,right
