time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
0.041,-0.0525,0.9781,0.2104,0,0,0,0,0,0
0.041,-0.0503,0.9764,0.2094,0,0,0,0,0,0
0.042,-0.0472,0.9769,0.2109,0,0,0,0,0,0
0.042,-0.0459,0.9747,0.2082,0,0,0,0,0,0
0.042,-0.0428,0.975,0.2092,0,0,0,0,0,0
0.042,-0.0418,0.9762,0.208,0,0,0,0,0,0
0.042,-0.0381,0.9769,0.2109,0,0,0,0,0,0
0.042,-0.034,0.9767,0.2092,0,0,0,0,0,0
0.058,-0.0403,0.9828,0.2107,0,0,0,0,0,0
0.06,-0.0457,0.9725,0.2287,0,0,0,0,0,0
0.06,-0.0625,0.9713,0.2087,0,0,0,0,0,0
0.061,-0.0945,0.9847,0.22,0,0,0,0,0,0
0.066,-0.1138,0.9952,0.2329,0,0,0,0,0,0
0.067,-0.1202,0.997,0.227,0,0,0,0,0,0
0.067,-0.1158,0.9957,0.219,0,0,0,0,0,0
0.068,-0.1033,0.9886,0.217,0,0,0,0,0,0
0.072,-0.0875,0.986,0.2153,0,0,0,0,0,0
0.073,-0.0728,0.9821,0.2124,0,0,0,0,0,0
0.077,-0.0611,0.9801,0.209,0,0,0,0,0,0
0.078,-0.0569,0.9779,0.2121,0,0,0,0,0,0
0.082,-0.0572,0.975,0.2121,0,0,0,0,0,0
0.082,-0.0601,0.975,0.2116,0,0,0,0,0,0
0.088,-0.0623,0.9725,0.2092,0,0,0,0,0,0
0.089,-0.0647,0.9713,0.2087,0,0,0,0,0,0
0.092,-0.0686,0.972,0.209,0,0,0,0,0,0
0.093,-0.0691,0.9696,0.2063,0,0,0,0,0,0
0.097,-0.0711,0.9718,0.2099,0,0,0,0,0,0
0.098,-0.0682,0.9735,0.209,0,0,0,0,0,0
0.101,-0.0667,0.975,0.2109,0,0,0,0,0,0
0.102,-0.0657,0.9794,0.2124,0,0,0,0,0,0
0.107,-0.0647,0.9791,0.2158,0,0,0,0,0,0
0.107,-0.066,0.9816,0.2165,0,0,0,0,0,0
0.112,-0.0635,0.9816,0.2165,0,0,0,0,0,0
0.113,-0.0674,0.9823,0.216,0,0,0,0,0,0
0.118,-0.0684,0.9816,0.2146,0,0,0,0,0,0
0.119,-0.065,0.9813,0.2129,0,0,0,0,0,0
0.122,-0.0635,0.9801,0.2151,0,0,0,0,0,0
0.122,-0.0596,0.9794,0.2121,0,0,0,0,0,0
0.127,-0.0555,0.9811,0.2131,0,0,0,0,0,0
0.128,-0.0535,0.9821,0.2124,0,0,0,0,0,0
0.132,-0.0528,0.9794,0.2129,0,0,0,0,0,0
0.133,-0.0506,0.9786,0.2143,0,0,0,0,0,0
0.136,-0.0464,0.9801,0.217,0,0,0,0,0,0
0.137,-0.0464,0.9784,0.2178,0,0,0,0,0,0
0.14,-0.045,0.9784,0.216,0,0,0,0,0,0
0.141,-0.044,0.9806,0.2148,0,0,0,0,0,0
0.146,-0.0428,0.9801,0.2173,0,0,0,0,0,0
0.147,-0.0379,0.9784,0.2151,0,0,0,0,0,0
0.151,-0.0388,0.9767,0.2151,0,0,0,0,0,0
0.151,-0.0376,0.9767,0.2148,0,0,0,0,0,0
0.155,-0.0374,0.9733,0.2143,0,0,0,0,0,0
0.156,-0.0354,0.9757,0.2129,0,0,0,0,0,0
0.16,-0.0337,0.9733,0.2141,0,0,0,0,0,0
0.161,-0.033,0.9728,0.2134,0,0,0,0,0,0
0.165,-0.0342,0.9752,0.2114,0,0,0,0,0,0
0.165,-0.0332,0.9767,0.2129,0,0,0,0,0,0
0.172,-0.0332,0.9767,0.2129,0,0,0,0.003,-0.0167,0.0152
0.173,-0.0315,0.9745,0.2082,0,0,0,0.003,-0.0167,0.0152
0.173,-0.0298,0.9747,0.2077,0,0,0,0.003,-0.0167,0.0152
0.175,-0.0293,0.9747,0.2087,0,0,0,0.003,-0.0167,0.0152
0.176,-0.0288,0.9774,0.2065,0,0,0,0.003,-0.0167,0.0152
0.182,-0.0288,0.9772,0.2063,0,0,0,0.003,-0.0167,0.0152
0.182,-0.0296,0.9799,0.2041,0,0,0,0.003,-0.0167,0.0152
0.183,-0.0296,0.9799,0.2041,0,0,0,0.003,-0.0167,0.0152
0.185,-0.0296,0.9767,0.2048,0,0,0,0.003,-0.0167,0.0152
0.186,-0.0291,0.9779,0.2038,0,0,0,0.003,-0.0167,0.0152
0.189,-0.0313,0.9794,0.2055,0,0,0,0.003,-0.0167,0.0152
0.19,-0.031,0.9789,0.2041,0,0,0,0.003,-0.0167,0.0152
0.195,-0.034,0.9781,0.2063,0,0,0,0.003,-0.0167,0.0152
0.195,-0.0327,0.9757,0.2051,0,0,0,0.003,-0.0167,0.0152
0.2,-0.0342,0.9757,0.2038,0,0,0,0.003,-0.0167,0.0152
0.2,-0.0371,0.9789,0.2051,0,0,0,0.003,-0.0167,0.0152
0.206,-0.0379,0.9786,0.2048,0,0,0,0.003,-0.0167,0.0152
0.206,-0.042,0.9789,0.2077,0,0,0,0.003,-0.0167,0.0152
0.209,-0.0408,0.9767,0.2046,0,0,0,0.003,-0.0167,0.0152
