time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
0.038,0.0721,0.993,-0.0258,0,0,0,0,0,0
0.038,0.0701,0.9894,-0.0236,0,0,0,0,0,0
0.038,0.0694,0.9872,-0.0217,0,0,0,0,0,0
0.038,0.0667,0.985,-0.018,0,0,0,0,0,0
0.039,0.0606,0.9855,-0.0163,0,0,0,0,0,0
0.039,0.0574,0.986,-0.0121,0,0,0,0,0,0
0.039,0.0528,0.9864,-0.0131,0,0,0,0,0,0
0.039,0.0501,0.9899,-0.0133,0,0,0,0,0,0
0.053,0.0462,0.9957,0.0074,0,0,0,0,0,0
0.054,0.0484,0.9921,0.0133,0,0,0,0,0,0
0.054,0.0511,0.9899,0.0167,0,0,0,0,0,0
0.055,0.0496,0.9913,0.0145,0,0,0,0,0,0
0.055,0.052,0.9874,0.0167,0,0,0,0,0,0
0.055,0.0533,0.9872,0.0187,0,0,0,0,0,0
0.063,0.0535,0.9862,0.0184,0,0,0,0,0,0
0.063,0.0525,0.9862,0.0174,0,0,0,0,0,0
0.064,0.0525,0.984,0.0155,0,0,0,0,0,0
0.064,0.052,0.9884,0.0147,0,0,0,0,0,0
0.068,0.0508,0.9879,0.0138,0,0,0,0,0,0
0.069,0.0555,0.9904,0.0123,0,0,0,0,0,0
0.075,0.0577,0.9889,0.0111,0,0,0,0,0,0
0.075,0.0601,0.9918,0.0074,0,0,0,0,0,0
0.078,0.0635,0.9945,0.0052,0,0,0,0,0,0
0.079,0.0667,0.993,-0.0021,0,0,0,0,0,0
0.083,0.0694,0.996,-0.0065,0,0,0,0,0,0
0.083,0.0733,0.9955,-0.0121,0,0,0,0,0,0
0.088,0.077,0.9982,-0.0155,0,0,0,0,0,0
0.089,0.0794,1.0023,-0.0187,0,0,0,0,0,0
0.093,0.0853,1.0016,-0.0199,0,0,0,0,0,0
0.093,0.087,1.0026,-0.0231,0,0,0,0,0,0
0.098,0.0897,1.0038,-0.0219,0,0,0,0,0,0
0.098,0.0911,1.0014,-0.0268,0,0,0,0,0,0
0.104,0.0894,1.0018,-0.0283,0,0,0,0,0,0
0.104,0.0904,1.0016,-0.0261,0,0,0,0,0,0
0.108,0.0897,1.0014,-0.0246,0,0,0,0,0,0
0.108,0.0887,1.0028,-0.0229,0,0,0,0,0,0
0.112,0.0845,1.0028,-0.0204,0,0,0,0,0,0
0.113,0.0818,1.0006,-0.0185,0,0,0,0,0,0
0.118,0.0799,1.0026,-0.0153,0,0,0,0,0,0
0.118,0.0787,1.0014,-0.0136,0,0,0,0,0,0
0.123,0.0752,1.0006,-0.016,0,0,0,0,0,0
0.123,0.0716,1.0001,-0.0131,0,0,0,0,0,0
0.128,0.0667,1.0001,-0.0136,0,0,0,0,0,0
0.128,0.0638,0.9996,-0.0131,0,0,0,0,0,0
0.132,0.0577,1.0011,-0.0109,0,0,0,0,0,0
0.132,0.054,1.0011,-0.0077,0,0,0,0,0,0
0.137,0.0493,1.0011,-0.0036,0,0,0,0,0,0
0.137,0.0449,1.0006,-0.0019,0,0,0,0,0,0
0.143,0.0413,0.9992,-0.0041,0,0,0,0,0,0
0.144,0.0357,0.9989,-0.0031,0,0,0,0,0,0
0.148,0.034,0.9955,-0.0028,0,0,0,0,0,0
0.148,0.0315,0.9948,-0.0043,0,0,0,0,0,0
0.153,0.0274,0.997,-0.005,0,0,0,0,0,0
0.153,0.0254,0.9952,-0.0058,0,0,0,0,0,0
0.157,0.0227,0.9943,-0.0046,0,0,0,0,0,0
0.157,0.0203,0.9952,-0.0038,0,0,0,0,0,0
0.162,0.0181,0.9943,-0.0046,0,0,0,0,0,0
0.164,0.0215,0.9945,-0.0053,0,0,0,0,0,0
0.166,0.0215,0.9945,-0.0053,0,0,0,-0.0177,0.0426,0.0263
