time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
0.038,-0.0564,1.0123,-0.0397,0,0,0,0,0,0
0.038,-0.0498,1.0123,-0.0375,0,0,0,0,0,0
0.038,-0.0452,1.0075,-0.0353,0,0,0,0,0,0
0.038,-0.0386,1.0067,-0.0329,0,0,0,0,0,0
0.038,-0.0342,1.0045,-0.0297,0,0,0,0,0,0
0.039,-0.0325,1.0055,-0.0246,0,0,0,0,0,0
0.039,-0.0288,1.0038,-0.0261,0,0,0,0,0,0
0.039,-0.0276,1.0043,-0.0263,0,0,0,0,0,0
0.057,-0.0225,0.994,-0.0309,0,0,0,0,0,0
0.058,-0.0264,0.9982,-0.0329,0,0,0,0,0,0
0.058,-0.0418,1.0087,-0.0302,0,0,0,0,0,0
0.059,-0.0454,1.0133,-0.0312,0,0,0,0,0,0
0.059,-0.0415,1.0082,-0.0351,0,0,0,0,0,0
0.065,-0.0398,1.0033,-0.0351,0,0,0,0,0,0
0.066,-0.0393,0.9987,-0.0378,0,0,0,0,0,0
0.066,-0.0379,0.996,-0.0385,0,0,0,0,0,0
0.067,-0.033,0.9891,-0.038,0,0,0,0,0,0
0.072,-0.0181,0.9669,-0.0388,0,0,0,0,0,0
0.072,-0.0301,0.9679,-0.0458,0,0,0,0,0,0
0.076,-0.0662,1.0018,-0.039,0,0,0,0,0,0
0.077,-0.0845,1.0211,-0.0378,0,0,0,0,0,0
0.081,-0.0767,1.0297,-0.049,0,0,0,0,0,0
0.081,-0.055,1.0282,-0.0607,0,0,0,0,0,0
0.086,-0.0298,1.0204,-0.0688,0,0,0,0,0,0
0.087,-0.0105,1.0187,-0.0781,0,0,0,0,0,0
0.091,0.0063,1.0084,-0.0808,0,0,0,0,0,0
0.092,0.0149,0.9987,-0.0818,0,0,0,0,0,0
0.096,0.0129,0.9967,-0.0815,0,0,0,0,0,0
0.096,0.0073,1.0001,-0.081,0,0,0,0,0,0
0.1,-0.002,1.006,-0.0712,0,0,0,0,0,0
0.101,-0.0022,1.0077,-0.0676,0,0,0,0,0,0
0.105,0.0037,1.0104,-0.0639,0,0,0,0,0,0
0.106,0.0129,1.0131,-0.0661,0,0,0,0,0,0
0.11,0.0232,1.0111,-0.0647,0,0,0,0,0,0
0.111,0.0308,1.0084,-0.0629,0,0,0,0,0,0
0.115,0.0391,1.0023,-0.0585,0,0,0,0,0,0
0.115,0.0445,0.9974,-0.0561,0,0,0,0,0,0
0.12,0.0518,0.997,-0.0566,0,0,0,0,0,0
0.12,0.0589,0.9962,-0.0607,0,0,0,0,0,0
0.126,0.0625,0.996,-0.0647,0,0,0,0,0,0
0.126,0.0664,0.9955,-0.0688,0,0,0,0,0,0
0.13,0.0672,1.0006,-0.0742,0,0,0,0,0,0
0.131,0.0686,1.0043,-0.0754,0,0,0,0,0,0
0.136,0.0677,1.0065,-0.0703,0,0,0,0,0,0
0.136,0.0677,1.0048,-0.0688,0,0,0,0,0,0
0.14,0.062,1.0026,-0.0649,0,0,0,0,0,0
0.14,0.0589,1.0016,-0.0612,0,0,0,0,0,0
0.145,0.0498,0.9977,-0.0576,0,0,0,0,0,0
0.145,0.0457,0.9965,-0.0546,0,0,0,0,0,0
0.149,0.0403,0.9935,-0.0537,0,0,0,0,0,0
0.15,0.0327,0.9926,-0.0561,0,0,0,0,0,0
0.154,0.0264,0.993,-0.0556,0,0,0,0,0,0
0.154,0.0186,0.993,-0.0588,0,0,0,0,0,0
0.159,0.0125,0.995,-0.0546,0,0,0,0,0,0
