time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
0.038,0.0914,0.9882,0.0326,0,0,0,0,0,0
0.038,0.0928,0.9916,0.0336,0,0,0,0,0,0
0.038,0.0963,0.9911,0.0394,0,0,0,0,0,0
0.038,0.0936,0.9928,0.0441,0,0,0,0,0,0
0.038,0.0948,0.9943,0.0458,0,0,0,0,0,0
0.038,0.0938,0.9948,0.0467,0,0,0,0,0,0
0.038,0.0931,0.9952,0.0485,0,0,0,0,0,0
0.038,0.096,0.9945,0.0499,0,0,0,0,0,0
0.049,0.1124,0.997,0.0436,0,0,0,0,0,0
0.05,0.1151,0.9965,0.0421,0,0,0,0,0,0
0.056,0.1158,0.997,0.0428,0,0,0,0,0,0
0.056,0.1151,0.9994,0.0414,0,0,0,0,0,0
0.057,0.1153,0.9989,0.0404,0,0,0,0,0,0
0.057,0.1175,1.0009,0.0426,0,0,0,0,0,0
0.061,0.1141,0.9982,0.0397,0,0,0,0,0,0
0.062,0.1148,0.9984,0.0392,0,0,0,0,0,0
0.066,0.1165,0.9972,0.038,0,0,0,0,0,0
0.066,0.1143,0.9979,0.0372,0,0,0,0,0,0
0.072,0.1136,0.9955,0.037,0,0,0,0,0,0
0.073,0.1116,0.9948,0.0372,0,0,0,0,0,0
0.076,0.1094,0.9945,0.0348,0,0,0,0,0,0
0.076,0.1046,0.996,0.0336,0,0,0,0,0,0
0.081,0.1026,0.9945,0.0343,0,0,0,0,0,0
0.082,0.1031,0.9957,0.0306,0,0,0,0,0,0
0.086,0.0999,0.9967,0.0311,0,0,0,0,0,0
0.086,0.0997,0.996,0.0277,0,0,0,0,0,0
0.091,0.0989,0.9957,0.0289,0,0,0,0,0,0
0.092,0.0989,0.9972,0.0311,0,0,0,0,0,0
0.097,0.1031,0.9982,0.0306,0,0,0,0,0,0
0.097,0.1046,0.9974,0.0306,0,0,0,0,0,0
0.101,0.1075,0.9994,0.0333,0,0,0,0,0,0
0.102,0.1053,0.9984,0.0355,0,0,0,0,0,0
0.106,0.105,0.9984,0.0365,0,0,0,0,0,0
0.106,0.1046,0.9952,0.0389,0,0,0,0,0,0
0.113,0.1031,0.994,0.0392,0,0,0,0,0,0
0.114,0.1041,0.9938,0.0384,0,0,0,0,0,0
0.115,0.1068,0.9911,0.0392,0,0,0,0,0,0
0.116,0.109,0.9906,0.0402,0,0,0,0,0,0
0.12,0.1116,0.9882,0.0448,0,0,0,0,0,0
0.12,0.1153,0.9884,0.0455,0,0,0,0,0,0
0.126,0.1182,0.9874,0.0499,0,0,0,0,0,0
0.126,0.1177,0.986,0.0477,0,0,0,0,0,0
0.13,0.1199,0.9908,0.0424,0,0,0,0,0,0
0.13,0.1173,0.9891,0.0436,0,0,0,0,0,0
0.135,0.1195,0.9904,0.0424,0,0,0,0,0,0
0.136,0.1155,0.9921,0.0402,0,0,0,0,0,0
0.141,0.1177,0.9916,0.0416,0,0,0,0,0,0
0.142,0.1165,0.9916,0.0426,0,0,0,0,0,0
0.146,0.1163,0.9948,0.0446,0,0,0,0,0,0
0.146,0.1175,0.9938,0.0426,0,0,0,0,0,0
0.15,0.1165,0.9948,0.0406,0,0,0,0,0,0
0.151,0.1141,0.997,0.0414,0,0,0,0,0,0
0.155,0.1143,0.9957,0.0406,0,0,0,0,0,0
0.156,0.1087,0.9984,0.0389,0,0,0,0,0,0
0.159,0.1063,0.997,0.0384,0,0,0,0,0,0
0.16,0.1024,0.9992,0.0358,0,0,0,0,0,0
0.164,0.098,1.0009,0.0326,0,0,0,0,0,0
0.164,0.0923,1.0009,0.0348,0,0,0,0,0,0
0.169,0.0914,1.0004,0.035,0,0,0,0,0,0
0.169,0.0914,1.0004,0.035,0,0,0,-0.0115,0.0217,-0.0181
0.17,0.0894,1.0006,0.037,0,0,0,-0.0115,0.0217,-0.0181
0.174,0.0882,0.9989,0.0409,0,0,0,-0.0115,0.0217,-0.0181
0.175,0.0862,0.9972,0.0416,0,0,0,-0.0115,0.0217,-0.0181
0.176,0.0862,0.9972,0.0416,0,0,0,-0.0115,0.0217,-0.0181
0.179,0.0853,0.9984,0.0402,0,0,0,-0.0115,0.0217,-0.0181
0.18,0.0835,0.9982,0.0375,0,0,0,-0.0115,0.0217,-0.0181
0.185,0.0848,0.9996,0.038,0,0,0,-0.0115,0.0217,-0.0181
0.185,0.085,0.996,0.0387,0,0,0,-0.0115,0.0217,-0.0181
0.19,0.0835,1.0001,0.0394,0,0,0,-0.0115,0.0217,-0.0181
0.19,0.0845,0.9974,0.0409,0,0,0,-0.0115,0.0217,-0.0181
0.195,0.0843,0.9977,0.0409,0,0,0,-0.0115,0.0217,-0.0181
0.195,0.084,0.9979,0.0397,0,0,0,-0.0115,0.0217,-0.0181
0.199,0.085,0.9965,0.0392,0,0,0,-0.0115,0.0217,-0.0181
0.2,0.0877,0.9943,0.0399,0,0,0,-0.0115,0.0217,-0.0181
0.203,0.0901,0.996,0.0419,0,0,0,-0.0115,0.0217,-0.0181
0.204,0.0938,0.9945,0.0414,0,0,0,-0.0115,0.0217,-0.0181
0.208,0.0941,0.993,0.0421,0,0,0,-0.0115,0.0217,-0.0181
0.208,0.0958,0.9935,0.0431,0,0,0,-0.0115,0.0217,-0.0181
0.213,0.096,0.9921,0.0414,0,0,0,-0.0115,0.0217,-0.0181
0.213,0.0984,0.9901,0.0409,0,0,0,-0.0115,0.0217,-0.0181
0.218,0.0987,0.9908,0.0397,0,0,0,-0.0115,0.0217,-0.0181
0.219,0.0997,0.9891,0.0424,0,0,0,-0.0115,0.0217,-0.0181
0.223,0.1009,0.9889,0.0399,0,0,0,-0.0115,0.0217,-0.0181
0.223,0.1016,0.9904,0.0404,0,0,0,-0.0115,0.0217,-0.0181
0.228,0.1033,0.9901,0.0421,0,0,0,-0.0115,0.0217,-0.0181
0.228,0.1028,0.9899,0.0431,0,0,0,-0.0115,0.0217,-0.0181
0.233,0.105,0.9904,0.0446,0,0,0,-0.0115,0.0217,-0.0181
0.233,0.1077,0.9913,0.0411,0,0,0,-0.0115,0.0217,-0.0181
0.238,0.1085,0.9911,0.0402,0,0,0,-0.0115,0.0217,-0.0181
0.238,0.1092,0.9948,0.0397,0,0,0,-0.0115,0.0217,-0.0181
0.239,0.1092,0.9948,0.0397,0,0,0,-0.0129,0.0171,-0.0069
0.243,0.1099,0.9965,0.0402,0,0,0,-0.0129,0.0171,-0.0069
0.243,0.1119,0.9952,0.0409,0,0,0,-0.0129,0.0171,-0.0069
0.245,0.1119,0.9952,0.0409,0.0011,-0.0149,0.0182,-0.0129,0.0171,-0.0069
0.247,0.1136,0.9962,0.0419,0.0011,-0.0149,0.0182,-0.0129,0.0171,-0.0069
0.248,0.1168,0.9955,0.0431,0.0011,-0.0149,0.0182,-0.0129,0.0171,-0.0069
0.252,0.118,0.994,0.0455,0.0011,-0.0149,0.0182,-0.0129,0.0171,-0.0069
0.252,0.1204,0.9935,0.0453,0.0011,-0.0149,0.0182,-0.0129,0.0171,-0.0069
0.258,0.1214,0.9923,0.0455,0.0011,-0.0149,0.0182,-0.0129,0.0171,-0.0069
0.259,0.1224,0.9928,0.0472,0.0011,-0.0149,0.0182,-0.0129,0.0171,-0.0069
0.262,0.1248,0.9908,0.0477,0.0011,-0.0149,0.0182,-0.0129,0.0171,-0.0069
0.263,0.1258,0.994,0.0472,0.0011,-0.0149,0.0182,-0.0129,0.0171,-0.0069
0.268,0.1231,0.9913,0.0494,0.0011,-0.0149,0.0182,-0.0129,0.0171,-0.0069
0.269,0.1243,0.9911,0.0475,0.0011,-0.0149,0.0182,-0.0129,0.0171,-0.0069
0.272,0.127,0.9889,0.0472,0.0011,-0.0149,0.0182,-0.0129,0.0171,-0.0069
0.272,0.1251,0.9916,0.0502,0.0011,-0.0149,0.0182,-0.0129,0.0171,-0.0069
0.276,0.1246,0.9894,0.0487,0.0011,-0.0149,0.0182,-0.0129,0.0171,-0.0069
0.276,0.1219,0.9913,0.0511,0.0011,-0.0149,0.0182,-0.0129,0.0171,-0.0069
0.281,0.1202,0.9901,0.0482,0.0011,-0.0149,0.0182,-0.0129,0.0171,-0.0069
0.282,0.1187,0.9906,0.0492,0.0011,-0.0149,0.0182,-0.0129,0.0171,-0.0069
0.286,0.1153,0.9945,0.0497,0.0011,-0.0149,0.0182,-0.0129,0.0171,-0.0069
0.286,0.1094,0.9926,0.0482,0.0011,-0.0149,0.0182,-0.0129,0.0171,-0.0069
0.291,0.1053,0.995,0.048,0.0011,-0.0149,0.0182,-0.0129,0.0171,-0.0069
0.292,0.0992,0.9955,0.0489,0.0011,-0.0149,0.0182,-0.0129,0.0171,-0.0069
0.296,0.0948,0.9962,0.0458,0.0011,-0.0149,0.0182,-0.0129,0.0171,-0.0069
0.297,0.0938,0.9952,0.0458,0.0011,-0.0149,0.0182,-0.0129,0.0171,-0.0069
0.302,0.0889,0.997,0.0436,0.0011,-0.0149,0.0182,-0.0129,0.0171,-0.0069
0.303,0.0889,0.9977,0.0421,0.0011,-0.0149,0.0182,-0.0129,0.0171,-0.0069
0.306,0.0853,0.9977,0.0424,0.0011,-0.0149,0.0182,-0.0129,0.0171,-0.0069
0.307,0.0853,0.9977,0.0424,0.0011,-0.0149,0.0182,-0.0124,0.011,-0.0086
0.307,0.0833,0.9996,0.0441,0.0011,-0.0149,0.0182,-0.0124,0.011,-0.0086
0.311,0.0826,0.9974,0.0426,0.0011,-0.0149,0.0182,-0.0124,0.011,-0.0086
0.311,0.0826,0.995,0.0411,0.0011,-0.0149,0.0182,-0.0124,0.011,-0.0086
0.312,0.0826,0.995,0.0411,-0.0789,-0.0103,0.0052,-0.0124,0.011,-0.0086
0.316,0.0828,0.9962,0.0397,-0.0789,-0.0103,0.0052,-0.0124,0.011,-0.0086
0.316,0.0794,0.9977,0.0362,-0.0789,-0.0103,0.0052,-0.0124,0.011,-0.0086
0.32,0.0804,0.9984,0.0331,-0.0789,-0.0103,0.0052,-0.0124,0.011,-0.0086
0.321,0.0809,0.997,0.0367,-0.0789,-0.0103,0.0052,-0.0124,0.011,-0.0086
0.325,0.0845,0.9974,0.0338,-0.0789,-0.0103,0.0052,-0.0124,0.011,-0.0086
0.326,0.0887,0.9982,0.0318,-0.0789,-0.0103,0.0052,-0.0124,0.011,-0.0086
0.33,0.0941,0.9965,0.0316,-0.0789,-0.0103,0.0052,-0.0124,0.011,-0.0086
0.33,0.0953,0.9928,0.0306,-0.0789,-0.0103,0.0052,-0.0124,0.011,-0.0086
0.336,0.0989,0.993,0.0314,-0.0789,-0.0103,0.0052,-0.0124,0.011,-0.0086
0.336,0.1019,0.995,0.0338,-0.0789,-0.0103,0.0052,-0.0124,0.011,-0.0086
