time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
0.038,0.1329,0.9918,0.035,0,0,0,0,0,0
0.038,0.128,0.9933,0.0382,0,0,0,0,0,0
0.039,0.13,0.9945,0.0348,0,0,0,0,0,0
0.039,0.129,0.9948,0.0338,0,0,0,0,0,0
0.039,0.13,0.9938,0.0316,0,0,0,0,0,0
0.039,0.1309,0.9923,0.0301,0,0,0,0,0,0
0.039,0.1346,0.9911,0.0274,0,0,0,0,0,0
0.054,0.1241,0.9921,0.0204,0,0,0,0,0,0
0.055,0.1207,0.9908,0.0255,0,0,0,0,0,0
0.055,0.118,0.9906,0.0253,0,0,0,0,0,0
0.055,0.1131,0.9926,0.0279,0,0,0,0,0,0
0.055,0.1121,0.9906,0.0299,0,0,0,0,0,0
0.061,0.1124,0.9904,0.0316,0,0,0,0,0,0
0.062,0.1075,0.9891,0.0338,0,0,0,0,0,0
0.063,0.1046,0.9889,0.0343,0,0,0,0,0,0
0.063,0.1011,0.9886,0.037,0,0,0,0,0,0
0.067,0.1009,0.9894,0.034,0,0,0,0,0,0
0.068,0.0999,0.9889,0.0345,0,0,0,0,0,0
0.073,0.1002,0.9891,0.0406,0,0,0,0,0,0
0.073,0.098,0.9884,0.0465,0,0,0,0,0,0
0.077,0.0989,0.9894,0.0485,0,0,0,0,0,0
0.077,0.0977,0.9879,0.0475,0,0,0,0,0,0
0.083,0.0992,0.9899,0.046,0,0,0,0,0,0
0.083,0.0982,0.9879,0.0453,0,0,0,0,0,0
0.089,0.0992,0.9921,0.046,0,0,0,0,0,0
0.09,0.0989,0.9923,0.0455,0,0,0,0,0,0
0.091,0.0992,0.9923,0.0448,0,0,0,0,0,0
0.092,0.1009,0.9904,0.0443,0,0,0,0,0,0
0.097,0.107,0.9901,0.0433,0,0,0,0,0,0
0.098,0.1097,0.9884,0.0424,0,0,0,0,0,0
0.101,0.1148,0.9869,0.0421,0,0,0,0,0,0
0.102,0.1182,0.9862,0.0453,0,0,0,0,0,0
0.107,0.1229,0.9821,0.047,0,0,0,0,0,0
0.108,0.1248,0.9825,0.0443,0,0,0,0,0,0
0.111,0.128,0.9833,0.0465,0,0,0,0,0,0
0.112,0.1292,0.9828,0.0424,0,0,0,0,0,0
0.116,0.1283,0.9818,0.0455,0,0,0,0,0,0
0.116,0.1278,0.9843,0.0453,0,0,0,0,0,0
0.121,0.13,0.9857,0.0419,0,0,0,0,0,0
0.121,0.1319,0.9889,0.0404,0,0,0,0,0,0
0.126,0.1324,0.9896,0.0399,0,0,0,0,0,0
0.127,0.1341,0.9896,0.0404,0,0,0,0,0,0
0.132,0.1363,0.9894,0.0414,0,0,0,0,0,0
0.133,0.1363,0.9906,0.0397,0,0,0,0,0,0
0.136,0.1358,0.9916,0.0406,0,0,0,0,0,0
0.136,0.1322,0.9904,0.0392,0,0,0,0,0,0
0.141,0.1334,0.9896,0.0411,0,0,0,0,0,0
0.141,0.1302,0.9899,0.0411,0,0,0,0,0,0
0.146,0.1278,0.9874,0.0389,0,0,0,0,0,0
0.146,0.1229,0.9916,0.0389,0,0,0,0,0,0
0.15,0.1217,0.9889,0.0384,0,0,0,0,0,0
0.151,0.1187,0.9889,0.0375,0,0,0,0,0,0
