time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
0.046,0.1148,0.9801,0.0981,0,0,0,0,0,0
0.047,0.1102,0.9828,0.0959,0,0,0,0,0,0
0.047,0.1068,0.9825,0.101,0,0,0,0,0,0
0.047,0.1092,0.9833,0.1042,0,0,0,0,0,0
0.047,0.1134,0.9838,0.1071,0,0,0,0,0,0
0.047,0.118,0.9818,0.1093,0,0,0,0,0,0
0.047,0.1258,0.9818,0.11,0,0,0,0,0,0
0.048,0.1314,0.9828,0.1188,0,0,0,0,0,0
0.048,0.137,0.9845,0.1271,0,0,0,0,0,0
0.063,0.1588,0.9816,0.1257,0,0,0,0,0,0
0.063,0.1612,0.9794,0.1296,0,0,0,0,0,0
0.064,0.1664,0.9755,0.1345,0,0,0,0,0,0
0.064,0.1698,0.9725,0.1364,0,0,0,0,0,0
0.065,0.1734,0.9715,0.1391,0,0,0,0,0,0
0.065,0.1722,0.9698,0.1408,0,0,0,0,0,0
0.066,0.1722,0.9691,0.143,0,0,0,0,0,0
0.067,0.173,0.9696,0.1474,0,0,0,0,0,0
0.074,0.1698,0.9715,0.1442,0,0,0,0,0,0
0.075,0.1691,0.9759,0.1379,0,0,0,0,0,0
0.075,0.1666,0.9789,0.134,0,0,0,0,0,0
0.075,0.1651,0.9801,0.1281,0,0,0,0,0,0
0.079,0.1607,0.9813,0.1261,0,0,0,0,0,0
0.08,0.16,0.9821,0.1198,0,0,0,0,0,0
0.085,0.1607,0.9801,0.1117,0,0,0,0,0,0
0.085,0.1588,0.9803,0.1061,0,0,0,0,0,0
0.089,0.1571,0.9801,0.1064,0,0,0,0,0,0
0.09,0.1573,0.9769,0.1083,0,0,0,0,0,0
0.094,0.161,0.9769,0.1132,0,0,0,0,0,0
0.094,0.1634,0.9725,0.1095,0,0,0,0,0,0
0.101,0.1629,0.9715,0.1027,0,0,0,0,0,0
0.102,0.1617,0.9698,0.0941,0,0,0,0,0,0
0.104,0.1595,0.9715,0.0961,0,0,0,0,0,0
0.104,0.1593,0.9759,0.0998,0,0,0,0,0,0
0.11,0.1563,0.9789,0.0978,0,0,0,0,0,0
0.11,0.1573,0.9835,0.0954,0,0,0,0,0,0
0.113,0.159,0.9884,0.0941,0,0,0,0,0,0
0.114,0.1649,0.9901,0.0963,0,0,0,0,0,0
0.119,0.1725,0.9908,0.0981,0,0,0,0,0,0
0.12,0.1791,0.9945,0.0941,0,0,0,0,0,0
0.125,0.1859,0.997,0.0893,0,0,0,0,0,0
0.126,0.1869,0.9962,0.0846,0,0,0,0,0,0
0.128,0.1879,1.0006,0.0834,0,0,0,0,0,0
0.128,0.1886,1.0001,0.0863,0,0,0,0,0,0
0.135,0.1937,0.9996,0.0871,0,0,0,0,0,0
0.136,0.1989,0.9987,0.0959,0,0,0,0,0,0
0.138,0.2028,0.9979,0.1012,0,0,0,0,0,0
0.139,0.2055,0.9957,0.1051,0,0,0,0,0,0
0.142,0.2067,0.9923,0.1046,0,0,0,0,0,0
0.143,0.2069,0.9896,0.0917,0,0,0,0,0,0
0.147,0.2015,0.9894,0.08,0,0,0,0,0,0
0.148,0.1984,0.9911,0.0707,0,0,0,0,0,0
0.153,0.194,0.9913,0.0656,0,0,0,0,0,0
0.154,0.193,0.9901,0.0682,0,0,0,0,0,0
0.159,0.191,0.9896,0.0656,0,0,0,0,0,0
0.159,0.1901,0.9833,0.0653,0,0,0,0,0,0
0.163,0.1888,0.9835,0.0646,0,0,0,0,0,0
0.163,0.1871,0.9823,0.0629,0,0,0,0,0,0
0.168,0.1866,0.984,0.0617,0,0,0,0,0,0
0.168,0.1864,0.9821,0.057,0,0,0,0,0,0
0.173,0.1864,0.9821,0.057,0,0,0,0.0317,0.0643,-0.0835
0.174,0.1874,0.9806,0.0511,0,0,0,0.0317,0.0643,-0.0835
0.174,0.1835,0.9825,0.0516,0,0,0,0.0317,0.0643,-0.0835
0.177,0.1783,0.9803,0.0526,0,0,0,0.0317,0.0643,-0.0835
0.178,0.1695,0.9845,0.0519,0,0,0,0.0317,0.0643,-0.0835
0.182,0.1607,0.9884,0.0509,0,0,0,0.0317,0.0643,-0.0835
0.183,0.1568,0.9886,0.0455,0,0,0,0.0317,0.0643,-0.0835
0.183,0.1568,0.9886,0.0455,0,0,0,0.0317,0.0643,-0.0835
0.186,0.1522,0.9901,0.0406,0,0,0,0.0317,0.0643,-0.0835
0.187,0.1485,0.9884,0.0367,0,0,0,0.0317,0.0643,-0.0835
0.192,0.1434,0.9869,0.0309,0,0,0,0.0317,0.0643,-0.0835
0.193,0.1378,0.9867,0.026,0,0,0,0.0317,0.0643,-0.0835
0.197,0.1331,0.9884,0.0262,0,0,0,0.0317,0.0643,-0.0835
0.198,0.1273,0.9886,0.0299,0,0,0,0.0317,0.0643,-0.0835
0.202,0.1207,0.9896,0.0284,0,0,0,0.0317,0.0643,-0.0835
0.202,0.1168,0.9916,0.0292,0,0,0,0.0317,0.0643,-0.0835
0.206,0.1141,0.9933,0.0309,0,0,0,0.0317,0.0643,-0.0835
0.207,0.1094,0.993,0.0353,0,0,0,0.0317,0.0643,-0.0835
0.212,0.1065,0.9952,0.0304,0,0,0,0.0317,0.0643,-0.0835
0.212,0.1011,0.9955,0.0289,0,0,0,0.0317,0.0643,-0.0835
0.216,0.098,0.9979,0.0289,0,0,0,0.0317,0.0643,-0.0835
0.216,0.0955,1.0021,0.0318,0,0,0,0.0317,0.0643,-0.0835
0.223,0.0965,1.0038,0.0358,0,0,0,0.0317,0.0643,-0.0835
0.223,0.0989,1.0028,0.0382,0,0,0,0.0317,0.0643,-0.0835
0.226,0.1048,1.0001,0.036,0,0,0,0.0317,0.0643,-0.0835
0.227,0.1124,0.9989,0.034,0,0,0,0.0317,0.0643,-0.0835
0.231,0.1163,0.9965,0.0353,0,0,0,0.0317,0.0643,-0.0835
0.231,0.118,0.9965,0.0343,0,0,0,0.0317,0.0643,-0.0835
0.236,0.1219,0.9967,0.0355,0,0,0,0.0317,0.0643,-0.0835
0.237,0.127,0.9962,0.036,0,0,0,0.0317,0.0643,-0.0835
0.241,0.127,0.9962,0.036,0,0,0,-0.0112,0.0869,-0.0906
0.241,0.13,0.9955,0.0365,0,0,0,-0.0112,0.0869,-0.0906
0.242,0.1353,0.9982,0.0399,0,0,0,-0.0112,0.0869,-0.0906
0.246,0.1368,0.9994,0.0402,0,0,0,-0.0112,0.0869,-0.0906
0.247,0.1383,0.9974,0.0382,0,0,0,-0.0112,0.0869,-0.0906
0.25,0.1402,0.9992,0.0421,0,0,0,-0.0112,0.0869,-0.0906
0.251,0.1397,0.9992,0.0426,0,0,0,-0.0112,0.0869,-0.0906
0.251,0.1397,0.9992,0.0426,0.1516,0.0612,-0.2284,-0.0112,0.0869,-0.0906
0.255,0.1414,1.0001,0.0467,0.1516,0.0612,-0.2284,-0.0112,0.0869,-0.0906
0.256,0.1388,1.0009,0.0448,0.1516,0.0612,-0.2284,-0.0112,0.0869,-0.0906
0.261,0.1385,0.9982,0.0406,0.1516,0.0612,-0.2284,-0.0112,0.0869,-0.0906
0.262,0.1402,0.9972,0.0387,0.1516,0.0612,-0.2284,-0.0112,0.0869,-0.0906
0.265,0.1422,1.0001,0.0414,0.1516,0.0612,-0.2284,-0.0112,0.0869,-0.0906
