time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
0.041,0.183,0.9799,0.0609,0,0,0,0,0,0
0.041,0.1859,0.9767,0.0563,0,0,0,0,0,0
0.041,0.1905,0.9742,0.0548,0,0,0,0,0,0
0.041,0.1903,0.9696,0.0607,0,0,0,0,0,0
0.041,0.1881,0.9674,0.0673,0,0,0,0,0,0
0.042,0.1888,0.9654,0.069,0,0,0,0,0,0
0.042,0.1881,0.9623,0.078,0,0,0,0,0,0
0.042,0.1876,0.9613,0.0812,0,0,0,0,0,0
0.059,0.2069,0.9588,0.0673,0,0,0,0,0,0
0.059,0.2123,0.9593,0.0724,0,0,0,0,0,0
0.06,0.2167,0.9608,0.0753,0,0,0,0,0,0
0.06,0.2235,0.9596,0.079,0,0,0,0,0,0
0.06,0.2306,0.961,0.0851,0,0,0,0,0,0
0.061,0.2367,0.9584,0.088,0,0,0,0,0,0
0.061,0.2399,0.9606,0.0937,0,0,0,0,0,0
0.062,0.2411,0.9625,0.0968,0,0,0,0,0,0
0.07,0.2445,0.9659,0.0956,0,0,0,0,0,0
0.07,0.2404,0.9674,0.091,0,0,0,0,0,0
0.071,0.2399,0.9711,0.0878,0,0,0,0,0,0
0.071,0.2416,0.9757,0.0831,0,0,0,0,0,0
0.074,0.2448,0.9777,0.0753,0,0,0,0,0,0
0.074,0.2482,0.9823,0.0719,0,0,0,0,0,0
0.081,0.256,0.9869,0.067,0,0,0,0,0,0
0.081,0.2568,0.9918,0.0636,0,0,0,0,0,0
0.084,0.2541,0.995,0.0609,0,0,0,0,0,0
0.084,0.2558,0.997,0.0607,0,0,0,0,0,0
0.089,0.2528,0.9957,0.0587,0,0,0,0,0,0
0.09,0.2489,0.9974,0.0541,0,0,0,0,0,0
0.094,0.2475,0.9952,0.0458,0,0,0,0,0,0
0.095,0.2443,0.9928,0.0382,0,0,0,0,0,0
0.098,0.2426,0.9901,0.0331,0,0,0,0,0,0
0.099,0.2384,0.9867,0.0294,0,0,0,0,0,0
0.103,0.236,0.9874,0.0282,0,0,0,0,0,0
0.104,0.2316,0.9867,0.0282,0,0,0,0,0,0
0.108,0.2274,0.9843,0.0277,0,0,0,0,0,0
0.109,0.2233,0.985,0.0311,0,0,0,0,0,0
0.113,0.2177,0.985,0.0326,0,0,0,0,0,0
0.114,0.2142,0.9847,0.0348,0,0,0,0,0,0
0.12,0.2111,0.9811,0.0365,0,0,0,0,0,0
0.121,0.2059,0.9808,0.0394,0,0,0,0,0,0
0.124,0.2001,0.9818,0.0463,0,0,0,0,0,0
0.124,0.1964,0.9813,0.0526,0,0,0,0,0,0
0.127,0.1898,0.9823,0.0573,0,0,0,0,0,0
0.128,0.1886,0.9803,0.0551,0,0,0,0,0,0
0.133,0.1862,0.9801,0.0551,0,0,0,0,0,0
0.133,0.1908,0.9784,0.0533,0,0,0,0,0,0
0.138,0.1901,0.9791,0.0521,0,0,0,0,0,0
0.138,0.194,0.9779,0.0526,0,0,0,0,0,0
0.142,0.1981,0.9811,0.0558,0,0,0,0,0,0
0.143,0.1974,0.9816,0.0592,0,0,0,0,0,0
0.147,0.1976,0.9838,0.0631,0,0,0,0,0,0
0.148,0.1962,0.9874,0.0641,0,0,0,0,0,0
0.153,0.1945,0.9921,0.0599,0,0,0,0,0,0
0.154,0.1942,0.9906,0.0607,0,0,0,0,0,0
0.157,0.1976,0.9916,0.0573,0,0,0,0,0,0
0.158,0.2025,0.9894,0.0551,0,0,0,0,0,0
0.162,0.2111,0.9862,0.0565,0,0,0,0,0,0
0.163,0.2191,0.9835,0.0597,0,0,0,0,0,0
0.168,0.2191,0.9835,0.0597,0,0,0,0.0042,-0.0264,0.0366
0.168,0.2267,0.9811,0.0619,0,0,0,0.0042,-0.0264,0.0366
0.169,0.2311,0.9789,0.0585,0,0,0,0.0042,-0.0264,0.0366
0.171,0.2313,0.9772,0.0531,0,0,0,0.0042,-0.0264,0.0366
0.172,0.2338,0.9779,0.048,0,0,0,0.0042,-0.0264,0.0366
0.177,0.2316,0.9779,0.0458,0,0,0,0.0042,-0.0264,0.0366
0.177,0.2304,0.9801,0.045,0,0,0,0.0042,-0.0264,0.0366
0.178,0.2304,0.9801,0.045,0,0,0,0.0042,-0.0264,0.0366
0.181,0.2282,0.9801,0.0424,0,0,0,0.0042,-0.0264,0.0366
0.182,0.2252,0.9811,0.0382,0,0,0,0.0042,-0.0264,0.0366
0.187,0.2269,0.9825,0.0336,0,0,0,0.0042,-0.0264,0.0366
0.188,0.2282,0.9801,0.0296,0,0,0,0.0042,-0.0264,0.0366
0.193,0.2343,0.9772,0.0257,0,0,0,0.0042,-0.0264,0.0366
0.193,0.2382,0.9733,0.0296,0,0,0,0.0042,-0.0264,0.0366
0.197,0.2431,0.9698,0.0333,0,0,0,0.0042,-0.0264,0.0366
0.198,0.2475,0.9637,0.0416,0,0,0,0.0042,-0.0264,0.0366
0.201,0.2462,0.9591,0.0514,0,0,0,0.0042,-0.0264,0.0366
0.202,0.2445,0.9554,0.0565,0,0,0,0.0042,-0.0264,0.0366
