time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
0.042,-0.1803,0.9803,-0.0849,0,0,0,0,0,0
0.042,-0.1783,0.9796,-0.0876,0,0,0,0,0,0
0.043,-0.1752,0.9791,-0.0898,0,0,0,0,0,0
0.043,-0.17,0.9759,-0.0874,0,0,0,0,0,0
0.043,-0.1747,0.9767,-0.0837,0,0,0,0,0,0
0.043,-0.1781,0.9789,-0.0835,0,0,0,0,0,0
0.043,-0.184,0.9828,-0.0842,0,0,0,0,0,0
0.043,-0.1776,0.9828,-0.0857,0,0,0,0,0,0
0.043,-0.1759,0.985,-0.0898,0,0,0,0,0,0
0.043,-0.1686,0.9843,-0.093,0,0,0,0,0,0
0.057,-0.151,0.9786,-0.094,0,0,0,0,0,0
0.057,-0.1502,0.9774,-0.0949,0,0,0,0,0,0
0.058,-0.151,0.9769,-0.0923,0,0,0,0,0,0
0.058,-0.15,0.9769,-0.0927,0,0,0,0,0,0
0.059,-0.1471,0.9735,-0.092,0,0,0,0,0,0
0.059,-0.1471,0.9769,-0.0908,0,0,0,0,0,0
0.066,-0.1456,0.974,-0.0913,0,0,0,0,0,0
0.066,-0.141,0.9659,-0.0881,0,0,0,0,0,0
0.069,-0.1458,0.9764,-0.0839,0,0,0,0,0,0
0.07,-0.1454,0.9764,-0.0876,0,0,0,0,0,0
0.074,-0.1224,0.9496,-0.0974,0,0,0,0,0,0
0.075,-0.1407,0.9686,-0.0883,0,0,0,0,0,0
0.079,-0.1647,0.9908,-0.0857,0,0,0,0,0,0
0.08,-0.1805,1.0036,-0.0852,0,0,0,0,0,0
0.084,-0.184,1.004,-0.0871,0,0,0,0,0,0
0.084,-0.1774,1.0038,-0.0903,0,0,0,0,0,0
0.088,-0.1656,0.9989,-0.0962,0,0,0,0,0,0
0.088,-0.1576,0.9926,-0.0952,0,0,0,0,0,0
0.093,-0.1549,0.9916,-0.0915,0,0,0,0,0,0
0.093,-0.1544,0.9882,-0.0857,0,0,0,0,0,0
0.098,-0.1576,0.9882,-0.0827,0,0,0,0,0,0
0.099,-0.1603,0.9855,-0.0839,0,0,0,0,0,0
0.103,-0.1583,0.9843,-0.0886,0,0,0,0,0,0
0.104,-0.1544,0.986,-0.0888,0,0,0,0,0,0
0.108,-0.1485,0.9855,-0.0893,0,0,0,0,0,0
0.109,-0.1412,0.985,-0.0915,0,0,0,0,0,0
0.113,-0.1395,0.9904,-0.0908,0,0,0,0,0,0
0.113,-0.14,0.9913,-0.0949,0,0,0,0,0,0
0.118,-0.1414,0.9928,-0.0964,0,0,0,0,0,0
0.118,-0.1424,0.9965,-0.1001,0,0,0,0,0,0
0.122,-0.1449,0.9999,-0.0979,0,0,0,0,0,0
0.123,-0.1461,1.0009,-0.0959,0,0,0,0,0,0
0.128,-0.1463,1.0014,-0.0905,0,0,0,0,0,0
0.129,-0.1471,0.9965,-0.0886,0,0,0,0,0,0
0.133,-0.1473,0.9923,-0.0891,0,0,0,0,0,0
0.134,-0.1451,0.9882,-0.0923,0,0,0,0,0,0
0.139,-0.1412,0.9847,-0.0903,0,0,0,0,0,0
0.139,-0.1356,0.9813,-0.0925,0,0,0,0,0,0
0.142,-0.1319,0.9806,-0.094,0,0,0,0,0,0
0.143,-0.1309,0.9813,-0.0935,0,0,0,0,0,0
0.148,-0.1302,0.9835,-0.0918,0,0,0,0,0,0
0.149,-0.1297,0.9862,-0.0896,0,0,0,0,0,0
0.152,-0.1307,0.9882,-0.0881,0,0,0,0,0,0
0.153,-0.1312,0.9877,-0.0886,0,0,0,0,0,0
0.156,-0.1312,0.9877,-0.0891,0,0,0,0,0,0
