time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
0.039,0.139,0.9723,0.0038,0,0,0,0,0,0
0.039,0.129,0.974,0.0101,0,0,0,0,0,0
0.039,0.1173,0.9799,0.0123,0,0,0,0,0,0
0.039,0.1107,0.9828,0.014,0,0,0,0,0,0
0.04,0.1075,0.983,0.0143,0,0,0,0,0,0
0.04,0.105,0.9889,0.0155,0,0,0,0,0,0
0.04,0.1024,0.9877,0.015,0,0,0,0,0,0
0.054,0.1107,0.9779,0.0089,0,0,0,0,0,0
0.055,0.1109,0.9786,0.0086,0,0,0,0,0,0
0.056,0.1119,0.9786,0.0096,0,0,0,0,0,0
0.056,0.1109,0.9784,0.0025,0,0,0,0,0,0
0.057,0.1151,0.9789,-0.0019,0,0,0,0,0,0
0.062,0.1129,0.9813,-0.0028,0,0,0,0,0,0
0.062,0.1158,0.9821,-0.0048,0,0,0,0,0,0
0.065,0.1177,0.9825,-0.0068,0,0,0,0,0,0
0.065,0.1217,0.9808,-0.007,0,0,0,0,0,0
0.069,0.1268,0.9801,-0.0077,0,0,0,0,0,0
0.07,0.1324,0.9808,-0.0068,0,0,0,0,0,0
0.074,0.1366,0.9779,-0.0011,0,0,0,0,0,0
0.074,0.1466,0.9794,0.0064,0,0,0,0,0,0
0.08,0.149,0.9794,0.0096,0,0,0,0,0,0
0.08,0.1551,0.9777,0.0121,0,0,0,0,0,0
0.085,0.1612,0.9759,0.0167,0,0,0,0,0,0
0.085,0.1659,0.9777,0.0143,0,0,0,0,0,0
0.09,0.1734,0.9791,0.0152,0,0,0,0,0,0
0.09,0.1769,0.9835,0.0179,0,0,0,0,0,0
0.095,0.184,0.9872,0.0243,0,0,0,0,0,0
0.095,0.1915,0.9918,0.0262,0,0,0,0,0,0
0.099,0.1996,0.9933,0.027,0,0,0,0,0,0
0.099,0.2089,0.9962,0.0311,0,0,0,0,0,0
0.104,0.2162,0.9974,0.0394,0,0,0,0,0,0
0.105,0.224,0.9974,0.0428,0,0,0,0,0,0
0.109,0.2301,0.997,0.0355,0,0,0,0,0,0
0.11,0.2377,0.994,0.0274,0,0,0,0,0,0
0.116,0.2401,0.9926,0.0179,0,0,0,0,0,0
0.116,0.2411,0.9904,0.0108,0,0,0,0,0,0
0.119,0.2406,0.9901,0.0047,0,0,0,0,0,0
0.119,0.2414,0.9911,0.0013,0,0,0,0,0,0
0.125,0.2375,0.9899,-0.0002,0,0,0,0,0,0
0.126,0.2372,0.9879,-0.0048,0,0,0,0,0,0
0.128,0.2309,0.9864,-0.0114,0,0,0,0,0,0
0.129,0.2265,0.9864,-0.0197,0,0,0,0,0,0
0.136,0.2235,0.9845,-0.0275,0,0,0,0,0,0
0.137,0.2196,0.9855,-0.0312,0,0,0,0,0,0
0.139,0.2162,0.9843,-0.0339,0,0,0,0,0,0
0.14,0.2069,0.9833,-0.0353,0,0,0,0,0,0
0.144,0.1991,0.9835,-0.0358,0,0,0,0,0,0
0.145,0.1901,0.9821,-0.0397,0,0,0,0,0,0
0.148,0.1808,0.9833,-0.0419,0,0,0,0,0,0
0.149,0.171,0.9801,-0.0405,0,0,0,0,0,0
0.153,0.1622,0.9811,-0.0417,0,0,0,0,0,0
0.154,0.1541,0.984,-0.041,0,0,0,0,0,0
0.158,0.1485,0.9828,-0.04,0,0,0,0,0,0
0.159,0.1407,0.9816,-0.041,0,0,0,0,0,0
0.164,0.1327,0.9838,-0.039,0,0,0,0,0,0
0.165,0.1241,0.9838,-0.0373,0,0,0,0,0,0
0.168,0.1241,0.9838,-0.0373,0,0,0,0.06,0.0529,-0.0796
0.169,0.1131,0.9864,-0.0356,0,0,0,0.06,0.0529,-0.0796
0.17,0.1011,0.9872,-0.0341,0,0,0,0.06,0.0529,-0.0796
0.172,0.0906,0.9889,-0.0309,0,0,0,0.06,0.0529,-0.0796
0.173,0.0828,0.9901,-0.0339,0,0,0,0.06,0.0529,-0.0796
0.177,0.0757,0.9926,-0.0324,0,0,0,0.06,0.0529,-0.0796
0.178,0.0669,0.9948,-0.0322,0,0,0,0.06,0.0529,-0.0796
0.182,0.0589,0.994,-0.0319,0,0,0,0.06,0.0529,-0.0796
0.183,0.0513,0.9977,-0.0344,0,0,0,0.06,0.0529,-0.0796
0.187,0.0479,0.9972,-0.0358,0,0,0,0.06,0.0529,-0.0796
0.188,0.043,0.9984,-0.0378,0,0,0,0.06,0.0529,-0.0796
