time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
0.056,0.1479,1.0012,0.0951,0,0,0,0,0,0
0.095,0.1234,1.0202,0.0756,0,0,0,0,0,0
0.162,0.1223,0.9933,0.0784,0,0,0,0,0,0
0.163,0.1496,0.9993,0.0864,0,0,0,0,0,0
0.163,0.1118,0.9702,0.1066,0,0,0,0,0,0
0.169,0.1118,0.9702,0.1066,0,0,0,-0.0199,-0.047,0.027
0.17,0.1473,0.9978,0.0977,0,0,0,-0.0199,-0.047,0.027
0.17,0.1473,0.9978,0.0977,0,0,0,-0.0199,-0.047,0.027
0.229,0.1207,0.9864,0.1087,0,0,0,-0.0199,-0.047,0.027
0.23,0.1524,0.9692,0.1018,0,0,0,-0.0199,-0.047,0.027
0.23,0.1524,0.9692,0.1018,0,0,0,-0.0181,-0.0219,0.0179
0.231,0.1573,0.9763,0.1145,0,0,0,-0.0181,-0.0219,0.0179
0.231,0.1573,0.9763,0.1145,0.0743,-0.1469,0.0775,-0.0181,-0.0219,0.0179
0.294,0.1357,0.986,0.0968,0.0743,-0.1469,0.0775,-0.0181,-0.0219,0.0179
0.295,0.1405,1.0073,0.0814,0.0743,-0.1469,0.0775,-0.0181,-0.0219,0.0179
0.296,0.1296,0.9883,0.1034,0.0743,-0.1469,0.0775,-0.0181,-0.0219,0.0179
0.307,0.1296,0.9883,0.1034,0.0743,-0.1469,0.0775,-0.0254,-0.0383,0.0036
0.308,0.1296,0.9883,0.1034,0.1071,-0.1622,0.13,-0.0254,-0.0383,0.0036
0.308,0.1127,0.9846,0.1165,0.1071,-0.1622,0.13,-0.0254,-0.0383,0.0036
0.362,0.1286,0.9811,0.1149,0.1071,-0.1622,0.13,-0.0254,-0.0383,0.0036
0.363,0.1785,0.9827,0.094,0.1071,-0.1622,0.13,-0.0254,-0.0383,0.0036
0.364,0.2124,0.9673,0.0745,0.1071,-0.1622,0.13,-0.0254,-0.0383,0.0036
0.365,0.2124,0.9673,0.0745,0.1071,-0.1622,0.13,-0.045,-0.1406,-0.0259
0.365,0.2124,0.9673,0.0745,-0.0471,0.0068,0.0219,-0.045,-0.1406,-0.0259
0.429,0.173,1.0154,0.0785,-0.0471,0.0068,0.0219,-0.045,-0.1406,-0.0259
0.43,0.15,0.9994,0.0868,-0.0471,0.0068,0.0219,-0.045,-0.1406,-0.0259
0.43,0.1763,0.993,0.0884,-0.0471,0.0068,0.0219,-0.045,-0.1406,-0.0259
0.445,0.1763,0.993,0.0884,0.396,-0.0921,-0.0762,-0.045,-0.1406,-0.0259
0.446,0.1598,0.9855,0.1111,0.396,-0.0921,-0.0762,-0.045,-0.1406,-0.0259
0.446,0.1598,0.9855,0.1111,0.396,-0.0921,-0.0762,-0.1078,-0.161,-0.1467
0.482,0.1507,0.9788,0.1167,0.396,-0.0921,-0.0762,-0.1078,-0.161,-0.1467
0.483,0.143,1.0001,0.1204,0.396,-0.0921,-0.0762,-0.1078,-0.161,-0.1467
0.502,0.1292,0.9789,0.1269,0.396,-0.0921,-0.0762,-0.1078,-0.161,-0.1467
0.503,0.1292,0.9789,0.1269,0.396,-0.0921,-0.0762,-0.1232,-0.1034,-0.2359
0.504,0.1292,0.9789,0.1269,0.38,0.0271,-0.1313,-0.1232,-0.1034,-0.2359
0.561,0.1327,0.9933,0.1148,0.38,0.0271,-0.1313,-0.1232,-0.1034,-0.2359
0.562,0.0978,0.9813,0.1325,0.38,0.0271,-0.1313,-0.1232,-0.1034,-0.2359
0.563,0.0966,0.9981,0.1235,0.38,0.0271,-0.1313,-0.1232,-0.1034,-0.2359
0.581,0.0966,0.9981,0.1235,0.38,0.0271,-0.1313,-0.0895,0.0142,-0.265
0.582,0.0925,0.9938,0.1337,0.38,0.0271,-0.1313,-0.0895,0.0142,-0.265
0.583,0.0925,0.9938,0.1337,0.2965,-0.0589,0.0741,-0.0895,0.0142,-0.265
0.628,0.0716,1.0031,0.1379,0.2965,-0.0589,0.0741,-0.0895,0.0142,-0.265
0.629,0.0862,0.9935,0.1354,0.2965,-0.0589,0.0741,-0.0895,0.0142,-0.265
0.639,0.0888,0.9927,0.1503,0.2965,-0.0589,0.0741,-0.0895,0.0142,-0.265
0.639,0.0888,0.9927,0.1503,0.0409,-0.0395,0.0887,-0.0895,0.0142,-0.265
0.64,0.0888,0.9927,0.1503,0.0409,-0.0395,0.0887,-0.0528,0.0819,-0.2573
0.697,0.0495,1.0053,0.1528,0.0409,-0.0395,0.0887,-0.0528,0.0819,-0.2573
0.698,0.0585,0.981,0.1331,0.0409,-0.0395,0.0887,-0.0528,0.0819,-0.2573
0.717,0.0585,0.981,0.1331,0.0418,-0.0011,0.1732,-0.0528,0.0819,-0.2573
0.717,0.0652,0.9934,0.1282,0.0418,-0.0011,0.1732,-0.0528,0.0819,-0.2573
0.718,0.038,0.9835,0.1418,0.0418,-0.0011,0.1732,-0.0528,0.0819,-0.2573
0.719,0.038,0.9835,0.1418,0.0418,-0.0011,0.1732,-0.026,0.169,-0.2324
0.762,0.0049,1.0027,0.1562,0.0418,-0.0011,0.1732,-0.026,0.169,-0.2324
0.763,0.0071,0.9791,0.1228,0.0418,-0.0011,0.1732,-0.026,0.169,-0.2324
0.776,0.0035,1.0103,0.1068,0.0418,-0.0011,0.1732,-0.026,0.169,-0.2324
0.777,0.0035,1.0103,0.1068,0.0418,-0.0011,0.1732,-0.0195,0.1771,-0.1512
0.779,0.0035,1.0103,0.1068,-0.1507,-0.0489,0.1156,-0.0195,0.1771,-0.1512
0.83,0.0026,0.9805,0.127,-0.1507,-0.0489,0.1156,-0.0195,0.1771,-0.1512
0.831,0.0584,0.9559,0.1269,-0.1507,-0.0489,0.1156,-0.0195,0.1771,-0.1512
0.854,0.0584,0.9559,0.1269,-0.4878,-0.0123,-0.0172,-0.0195,0.1771,-0.1512
0.855,-0.0088,1.0001,0.1694,-0.4878,-0.0123,-0.0172,-0.0195,0.1771,-0.1512
0.857,-0.0352,1.0175,0.1586,-0.4878,-0.0123,-0.0172,-0.0195,0.1771,-0.1512
0.858,-0.0352,1.0175,0.1586,-0.4878,-0.0123,-0.0172,-0.0239,0.1926,-0.0807
0.894,0.023,0.9993,0.1177,-0.4878,-0.0123,-0.0172,-0.0239,0.1926,-0.0807
0.896,-0.0015,0.9984,0.1354,-0.4878,-0.0123,-0.0172,-0.0239,0.1926,-0.0807
0.912,-0.0015,0.9984,0.1354,-0.3938,-0.0517,0.1792,-0.0239,0.1926,-0.0807
0.913,-0.0015,0.9984,0.1354,-0.3938,-0.0517,0.1792,0.007,0.1205,-0.0018
0.913,-0.0553,1.0163,0.157,-0.3938,-0.0517,0.1792,0.007,0.1205,-0.0018
0.962,-0.0641,0.9996,0.1581,-0.3938,-0.0517,0.1792,0.007,0.1205,-0.0018
0.963,-0.0442,1.0072,0.1142,-0.3938,-0.0517,0.1792,0.007,0.1205,-0.0018
0.991,-0.0442,1.0072,0.1142,-0.3938,-0.0517,0.1792,0.0281,-0.0272,0.1361
0.992,0.069,0.9943,0.1046,-0.3938,-0.0517,0.1792,0.0281,-0.0272,0.1361
0.993,0.0287,0.9961,0.1418,-0.3938,-0.0517,0.1792,0.0281,-0.0272,0.1361
0.993,0.0287,0.9961,0.1418,-0.6916,0.0961,0.1325,0.0281,-0.0272,0.1361
1.029,-0.0028,0.9722,0.1601,-0.6916,0.0961,0.1325,0.0281,-0.0272,0.1361
1.049,-0.0028,0.9722,0.1601,-0.5272,0.0199,-0.0619,0.0281,-0.0272,0.1361
1.05,0.0671,0.9943,0.1464,-0.5272,0.0199,-0.0619,0.0281,-0.0272,0.1361
1.05,0.0917,1.0049,0.1077,-0.5272,0.0199,-0.0619,0.0281,-0.0272,0.1361
1.051,0.0917,1.0049,0.1077,-0.5272,0.0199,-0.0619,0.0159,-0.0052,0.2074
1.094,0.075,0.9883,0.1005,-0.5272,0.0199,-0.0619,0.0159,-0.0052,0.2074
1.095,0.0204,0.9941,0.1299,-0.5272,0.0199,-0.0619,0.0159,-0.0052,0.2074
1.127,-0.0114,0.9984,0.1318,-0.5272,0.0199,-0.0619,0.0159,-0.0052,0.2074
1.128,-0.0114,0.9984,0.1318,-0.1726,-0.0329,0.023,0.0159,-0.0052,0.2074
1.128,0.0221,0.9775,0.1081,-0.1726,-0.0329,0.023,0.0159,-0.0052,0.2074
1.129,0.0221,0.9775,0.1081,-0.1726,-0.0329,0.023,0.0004,0.0369,0.2497
1.162,0.0633,1.0089,0.1163,-0.1726,-0.0329,0.023,0.0004,0.0369,0.2497
1.186,0.0633,1.0089,0.1163,-0.1726,-0.0329,0.023,0.0224,0.0524,0.4282
1.187,0.0548,0.989,0.1186,-0.1726,-0.0329,0.023,0.0224,0.0524,0.4282
1.188,-0.0086,1.0182,0.1822,-0.1726,-0.0329,0.023,0.0224,0.0524,0.4282
1.188,-0.0086,1.0182,0.1822,-0.7552,-0.0169,-0.0518,0.0224,0.0524,0.4282
1.229,-0.0537,1.0098,0.2104,-0.7552,-0.0169,-0.0518,0.0224,0.0524,0.4282
1.23,0.03,0.9963,0.1881,-0.7552,-0.0169,-0.0518,0.0224,0.0524,0.4282
1.263,0.03,0.9963,0.1881,-0.7552,-0.0169,-0.0518,0.1233,-0.205,0.6176
1.264,0.0738,0.9395,0.1694,-0.7552,-0.0169,-0.0518,0.1233,-0.205,0.6176
1.265,0.1609,0.9408,0.1441,-0.7552,-0.0169,-0.0518,0.1233,-0.205,0.6176
1.266,0.1609,0.9408,0.1441,-0.9956,0.1649,0.2737,0.1233,-0.205,0.6176
1.294,0.1701,0.9491,0.1527,-0.9956,0.1649,0.2737,0.1233,-0.205,0.6176
1.324,0.1701,0.9491,0.1527,-0.9158,-0.1584,0.6225,0.1233,-0.205,0.6176
1.325,0.1701,0.9491,0.1527,-0.9158,-0.1584,0.6225,0.2081,-0.3431,0.6755
1.326,0.0866,0.9652,0.173,-0.9158,-0.1584,0.6225,0.2081,-0.3431,0.6755
