time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
0.04,0.0034,0.9816,0.1833,0,0,0,0,0,0
0.096,0.0051,0.986,0.1931,0,0,0,0,0,0
0.162,0.0137,0.9596,0.1814,0,0,0,0,0,0
0.163,0.0205,0.9878,0.1965,0,0,0,0,0,0
0.163,0.025,0.9742,0.2007,0,0,0,0,0,0
0.171,0.0393,0.9806,0.2168,0,0,0,0,0,0
0.171,0.0393,0.9806,0.2168,0,0,0,0.0112,-0.4325,0.1125
0.172,0.0393,0.9806,0.2168,0,0,0,0.0112,-0.4325,0.1125
0.229,0.0393,0.9806,0.2168,0.0945,0.0321,0.072,0.0112,-0.4325,0.1125
0.23,0.0719,0.9678,0.2047,0.0945,0.0321,0.072,0.0112,-0.4325,0.1125
0.231,0.0519,0.9978,0.2196,0.0945,0.0321,0.072,0.0112,-0.4325,0.1125
0.231,0.0519,0.9978,0.2196,0.0945,0.0321,0.072,0.0332,-0.3458,0.0685
0.232,0.0423,0.9779,0.2171,0.0945,0.0321,0.072,0.0332,-0.3458,0.0685
0.294,0.0799,0.9692,0.1915,0.0945,0.0321,0.072,0.0332,-0.3458,0.0685
0.295,0.1043,0.9767,0.1755,0.0945,0.0321,0.072,0.0332,-0.3458,0.0685
0.296,0.0919,0.9464,0.1756,0.0945,0.0321,0.072,0.0332,-0.3458,0.0685
0.307,0.0919,0.9464,0.1756,0.0945,0.0321,0.072,0.092,-0.1926,-0.0044
0.308,0.0096,1.0073,0.1987,0.0945,0.0321,0.072,0.092,-0.1926,-0.0044
0.308,0.0096,1.0073,0.1987,0.2225,0.0409,0.1601,0.092,-0.1926,-0.0044
0.362,-0.0673,0.9934,0.1847,0.2225,0.0409,0.1601,0.092,-0.1926,-0.0044
0.362,0.009,0.9926,0.1563,0.2225,0.0409,0.1601,0.092,-0.1926,-0.0044
0.366,0.0427,0.9847,0.1432,0.2225,0.0409,0.1601,0.092,-0.1926,-0.0044
0.366,0.0427,0.9847,0.1432,0.2225,0.0409,0.1601,0.1131,-0.2258,0.0334
0.367,0.0427,0.9847,0.1432,0.2634,-0.0509,-0.0283,0.1131,-0.2258,0.0334
0.428,0.0377,0.9943,0.1912,0.2634,-0.0509,-0.0283,0.1131,-0.2258,0.0334
0.429,0.0234,0.9992,0.2164,0.2634,-0.0509,-0.0283,0.1131,-0.2258,0.0334
0.429,0.0456,0.9817,0.1915,0.2634,-0.0509,-0.0283,0.1131,-0.2258,0.0334
