time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,subject_number,foot
6.646,0.9855855392984305,0.4672681635649562,0.24796535797465669,-0.2587078095986387,3.9583854225573303,-1.857639744052543,-1.8095391639849208,0.48591973949027395,1.5857684581917582,2,left
6.649,0.9878634744517625,0.4525782620153698,0.24850527623887675,-0.2269279816077049,4.002030512066636,-1.8731319896475755,-1.8156668506834996,0.4725950494374184,1.5559961084988319,2,left
6.65,0.9899198345101273,0.4379631560152418,0.24904560319344388,-0.1945222481076278,4.043030241004102,-1.888603024019973,-1.821334380856208,0.45891029908079756,1.5251946542501262,2,left
6.654,0.9917501054617687,0.42343909467738106,0.24958841914229193,-0.16149459594235294,4.081280145903193,-1.9040467566125696,-1.8265295826112922,0.44487519698991634,1.493363997179996,2,left
6.655,0.9933500491372539,0.4090220687308582,0.25013579367402006,-0.12785034184191285,4.116677535756957,-1.9194570302355136,-1.8312404914239016,0.430499722614842,1.460504857997078,2,left
6.659,0.9947157142581283,0.39472778364054606,0.25068977466151016,-0.0935961652884988,4.149121777349054,-1.934827620664559,-1.835455366424269,0.41579410008819895,1.426618781293342,2,left
6.659,0.9958434466021172,0.38057163470584093,0.25125237720460925,-0.0587401403513143,4.178514592054007,-1.950152236744735,-1.8391627070259253,0.40076877029639973,1.3917081386657015,2,left
6.662999999999999,0.9967298982498274,0.3665686841286385,0.25182557259909805,-0.023291766393573842,4.20476036420815,-1.9654245210436483,-1.8423512698931903,0.3854343612325874,1.355776129996989,2,left
6.664,0.9973720358820684,0.35273364002352,0.2524112774111766,0.01273800244673909,4.227766461144247,-1.9806380510985568,-1.8450100861744023,0.3698016569115768,1.318826783046074,2,left
6.665,0.9977671481013727,0.33908083733162375,0.25301134272521864,0.049336729102466094,4.247443564974036,-1.9957863413012291,-1.8471284787974749,0.3538815656099263,1.280864951864666,2,left
6.667999999999999,0.997912851753159,0.32562422059260826,0.2536275436226527,0.08649046688632439,4.26370601564648,-2.01086284543287,-1.8486960795515262,0.337685088462142,1.2418963147613382,2,left
6.669,0.9978070972208067,0.31237732852504096,0.25426156894773094,0.12418373457865634,4.2764721620632296,-2.0258609597033366,-1.8497028457481566,0.32122328917440335,1.2019273723244595,2,left
6.669,0.99744817266962,0.2993532803638309,0.2549150114157546,0.16239949392839967,4.285664713096662,-2.040774025864484,-1.8501390763828196,0.30450726513260784,1.1609654456421137,2,left
6.6739999999999995,0.9968347072177981,0.28656476390117974,0.25558935811980715,0.20111913037986237,4.291211077609031,-2.0555953338093826,-1.8499954277864996,0.28754811991198304,1.119018674648268,2,left
6.675,0.9959656730134553,0.27402402517216967,0.2562859814979668,0.2403224376629615,4.293043685298254,-2.070318123226815,-1.8492629287705693,0.2703569371409987,1.0760960164803801,2,left
6.678,0.9948403861961704,0.26174285971963335,0.25700613082875057,0.2799876065684348,4.291100285112201,-2.084935584164417,-1.8479329952660568,0.25294475567158226,1.0322072437307925,2,left
6.678999999999999,0.9934585067237063,0.24973260536838104,0.2577509243207559,0.3200912180545072,4.2853242206998585,-2.0994408565114413,-1.845997444456893,0.2353225460069428,0.9873629424714321,2,left
6.684,0.9918200370495588,0.2380041364355929,0.25852134185650105,0.3606082407975859,4.275664682904505,-2.1138270284434304,-1.8434485084050132,0.21750118793764153,0.9415745099285272,2,left
6.685,0.989925319643171,0.2265678593015508,0.2593182184459327,0.40151203330088076,4.262076939293193,-2.128087133870772,-1.8402788471634783,0.1994914493359117,0.8948541516812869,2,left
6.688,0.9877750333515479,0.215433709263881,0.2601422384435645,0.4427743506761035,4.244522540705832,-2.1422141489327933,-1.8364815613720378,0.1813039660576273,0.8472148782557409,2,left
6.689,0.9853701886093622,0.2046111485988203,0.26099393058564707,0.4843653562145823,4.222969504796039,-2.156200987578707,-1.8320502043277929,0.16294922290074818,0.7986705009822277,2,left
6.694,0.9827121215171971,0.19410916575373002,0.26187366390985906,0.5262536378652373,4.197392476524623,-2.1700404962763575,-1.8269787935218458,0.14443753556852662,0.7492356269823438,2,left
6.695,0.9798024868269373,0.1839362755970237,0.2627816446247246,0.5684062297378872,4.167772865555222,-2.1837254478893393,-1.8212618216310068,0.125779033585251,0.6989256531485298,2,left
6.6979999999999995,0.9766432498969508,0.1741005206563955,0.263717913991888,0.6107886387513018,4.134098960490099,-2.1972485347626467,-1.814894266951817,0.1069836441118199,0.6477567589768697,2,left
6.699,0.9732366777004219,0.1646094732838946,0.26468234726776524,0.6533648765462601,4.096366019872612,-2.210602361056602,-1.8078716032623101,0.08806107660798942,0.5957458981111218,2,left
6.702999999999999,0.9695853289829403,0.15547023869598497,0.26567465372316124,0.6960974967846344,4.054576339871214,-2.2237794343683577,-1.8001898090950752,0.06902080828771433,0.5429107884534905,2,left
6.704,0.9656920436707936,0.14668945884585724,0.2666943777256592,0.7389476379561767,4.008739298548258,-2.236772156679801,-1.7918453764033195,0.04987207031360967,0.48926990069518045,2,left
6.707000000000001,0.9615599316312825,0.1382733170895347,0.26774090084016067,0.7818750718152364,3.958871376605204,-2.249572814670213,-1.7828353185997485,0.030623834676193777,0.43484244511735765,2,left
6.707999999999999,0.957192360881437,0.13022754360296102,0.26881344488599684,0.824838257570085,3.9049961544841976,-2.262173569431518,-1.7731571779461872,0.011284801703234986,0.3796483565107766,2,left
6.712000000000001,0.9525929453365002,0.12255742149364854,0.26991107588184077,0.8677944019478572,3.8471442856943905,-2.27456644562343,-1.762809032269966,-0.00813661185578784,0.3237082770600183,2,left
6.712999999999999,0.947765532194869,0.1152677935297744,0.2710327088041356,0.9106995252583407,3.7853534462197773,-2.28674332010525,-1.7517895009811826,-0.027632284225387344,0.2670435370360265,2,left
6.7170000000000005,0.9427141890778199,0.10836306938687526,0.272177113078634,0.953508533579941,3.7196682598538557,-2.2986959100805024,-1.740097750363031,-0.04719439953547001,0.20967613313842937,2,left
6.718999999999999,0.9374431910738454,0.10184723329472431,0.2733429187199213,0.9961752971911311,3.650140199295003,-2.3104157607899896,-1.727733498105471,-0.0668154583442138,0.15162870432699097,2,left
6.723,0.9319570078639833,0.09572385196003148,0.2745286230288004,1.038652735370542,3.576827462825148,-2.321894232788225,-1.7146970170505742,-0.08648828780841024,0.09292450497945766,2,left
6.724,0.926260291111951,0.08999608264567631,0.2757325977474088,1.0808929076885738,3.499794826383156,-2.3331224888375726,-1.7009891381159654,-0.10620605155745139,0.03358737521104637,2,left
6.728,0.9203578622842539,0.08466668130256791,0.2769530965553879,1.1228471119129975,3.419113470833314,-2.34409148045373,-1.6866112523608363,-0.1259622593273126,-0.026358291811129406,2,left
6.73,0.9142547010229365,0.07973801067214993,0.27818826277265113,1.1644659886504678,3.3348607842184554,-2.3547919341355183,-1.671565312157083,-0.1457507764110307,-0.0868875857272864,2,left
6.731,0.9079559341362601,0.07521204830196335,0.279436137126972,1.2056996328451903,3.247120138776578,-2.365214337311219,-1.6558538314261952,-0.16556583298230795,-0.1479751181882582,2,left
6.732,0.9014668252136857,0.0710903944402939,0.28069466545885674,1.2464977122551588,3.1559806424893435,-2.375348924032937,-1.6394798849191132,-0.18540203331777738,-0.2095950654569986,2,left
6.733,0.8947927648271153,0.06737427979473101,0.28196170627200084,1.2868095930254129,3.061536864920605,-2.3851856604497206,-1.6224471066069568,-0.20525436478753453,-0.2717212138741463,2,left
6.737,0.8879392612577016,0.0640645731511421,0.2832350380826557,1.326584472476664,2.963888537093101,-2.3947142300893454,-1.6047596874153023,-0.22511820620277023,-0.33432700659312037,2,left
6.737,0.8809119316770798,0.06116178885719498,0.2845123665609941,1.3657715190045083,2.8631402257758243,-2.403924019027847,-1.58642237262538,-0.24498933495337746,-0.39738558940175783,2,left
6.7379999999999995,0.8737164937045291,0.058666094180663216,0.28579133148385144,1.4043200178736779,2.759400985715747,-2.412804101274884,-1.567440459171071,-0.26486393252447604,-0.4608698540389434,2,left
6.742000000000001,0.8663587572596243,0.05657731655578722,0.2870695135312416,1.4421795196933787,2.652783999045542,-2.421343225151939,-1.5478197928920248,-0.2847385882616795,-0.5247524784780405,2,left
6.742999999999999,0.8588446166291127,0.05489495073290025,0.2883444409665076,1.4792999872487023,2.5434062142606915,-2.429529801689318,-1.52756676570875,-0.30461030141097534,-0.5890059642402158,2,left
6.747000000000001,0.8511800426589154,0.05361816585218089,0.28961359624739635,1.5156319374706386,2.4313879939801506,-2.437351895817085,-1.5066883126651627,-0.32447648149030517,-0.6536026709199733,2,left
6.747000000000001,0.8433710749763975,0.05274581247064059,0.29087442261814206,1.5511265773220981,2.316852774989308,-2.4447972206742983,-1.485191908782239,-0.34433494704993384,-0.718514848106356,2,left
6.751,0.8354238141596915,0.052276429577577326,0.29212433072551736,1.5857359334845968,2.1999267408854166,-2.4518531351100146,-1.4630855656646065,-0.36418392287868745,-0.783714664884339,2,left
6.752000000000001,0.827344413801201,0.05220825163665907,0.29336070528820374,1.6194129759498779,2.0807385070039572,-2.4585066443985077,-1.4403778278001118,-0.38402203571312565,-0.8491742371019227,2,left
6.757000000000001,0.8191390724519858,0.05253921569440654,0.294580911835509,1.6521117356183272,1.9594188172971916,-2.46474440419006,-1.4170777684906295,-0.40384830850669295,-0.914865652589342,2,left
6.757999999999999,0.8108140254713394,0.05326696859602391,0.29578230352170015,1.683787416003509,1.8361002528292703,-2.4705527277175707,-1.3931949853506238,-0.423662153315867,-0.9807609945176341,2,left
6.7620000000000005,0.8023755368335658,0.05438887434949333,0.2969622280148221,1.7143964991394638,1.7109169515457878,-2.4759175962780673,-1.3687395953082475,-0.44346336286029014,-1.0468323630845504,2,left
6.763,0.7938298909593542,0.05590202167662832,0.29811803445033963,1.7438968457846127,1.5840043389695515,-2.480824673007004,-1.3437222290420692,-0.4632521008138405,-1.113051895716469,2,left
6.766,0.7851833846431956,0.05780323178500914,0.29924708042887366,1.7722477900131643,1.4554988694685875,-2.4852593199620103,-1.318154024784836,-0.4830288908835606,-1.1793917859755454,2,left
