time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
0.039,0.1568,0.972,0.1359,0,0,0,0,0,0
0.039,0.15,0.986,0.1347,0,0,0,0,0,0
0.039,0.149,0.9877,0.1291,0,0,0,0,0,0
0.04,0.1656,0.9813,0.1308,0,0,0,0,0,0
0.04,0.191,0.9664,0.1259,0,0,0,0,0,0
0.04,0.2096,0.9613,0.1266,0,0,0,0,0,0
0.04,0.2182,0.9623,0.1276,0,0,0,0,0,0
0.04,0.2135,0.965,0.1259,0,0,0,0,0,0
0.053,0.1615,0.9818,0.1132,0,0,0,0,0,0
0.054,0.1568,0.9806,0.1183,0,0,0,0,0,0
0.054,0.1549,0.9784,0.1205,0,0,0,0,0,0
0.055,0.1522,0.9764,0.1235,0,0,0,0,0,0
0.056,0.1488,0.9728,0.1276,0,0,0,0,0,0
0.056,0.1483,0.9757,0.1269,0,0,0,0,0,0
0.062,0.148,0.9752,0.1264,0,0,0,0,0,0
0.062,0.1436,0.9781,0.1276,0,0,0,0,0,0
0.066,0.1439,0.9774,0.1254,0,0,0,0,0,0
0.066,0.1417,0.9796,0.1266,0,0,0,0,0,0
0.07,0.1385,0.9813,0.1279,0,0,0,0,0,0
0.071,0.1344,0.9821,0.1276,0,0,0,0,0,0
0.076,0.1336,0.9852,0.1274,0,0,0,0,0,0
0.077,0.1327,0.9838,0.1261,0,0,0,0,0,0
0.081,0.1334,0.986,0.1288,0,0,0,0,0,0
0.081,0.1292,0.9838,0.1323,0,0,0,0,0,0
0.086,0.1317,0.9821,0.1332,0,0,0,0,0,0
0.087,0.1346,0.9828,0.1349,0,0,0,0,0,0
0.09,0.1385,0.983,0.1347,0,0,0,0,0,0
0.09,0.1449,0.9818,0.1364,0,0,0,0,0,0
0.098,0.1502,0.9801,0.1362,0,0,0,0,0,0
0.099,0.1581,0.9789,0.1366,0,0,0,0,0,0
0.1,0.1632,0.9794,0.1347,0,0,0,0,0,0
0.101,0.1691,0.9813,0.1347,0,0,0,0,0,0
0.104,0.1737,0.9823,0.1296,0,0,0,0,0,0
0.105,0.173,0.9833,0.1259,0,0,0,0,0,0
0.11,0.1749,0.9855,0.1239,0,0,0,0,0,0
0.111,0.1747,0.9845,0.1269,0,0,0,0,0,0
0.114,0.1754,0.9847,0.1247,0,0,0,0,0,0
0.114,0.1756,0.984,0.123,0,0,0,0,0,0
0.119,0.1778,0.9811,0.1217,0,0,0,0,0,0
0.12,0.1788,0.9789,0.1193,0,0,0,0,0,0
0.125,0.1813,0.9774,0.1176,0,0,0,0,0,0
0.126,0.1827,0.9764,0.1171,0,0,0,0,0,0
0.129,0.181,0.9767,0.1164,0,0,0,0,0,0
0.13,0.182,0.9764,0.1134,0,0,0,0,0,0
0.134,0.1827,0.9772,0.112,0,0,0,0,0,0
0.135,0.1808,0.9789,0.1103,0,0,0,0,0,0
0.14,0.1776,0.9779,0.1088,0,0,0,0,0,0
0.14,0.1737,0.9784,0.1103,0,0,0,0,0,0
0.144,0.172,0.9769,0.1137,0,0,0,0,0,0
0.144,0.1678,0.9779,0.1142,0,0,0,0,0,0
0.149,0.1625,0.9777,0.1169,0,0,0,0,0,0
0.15,0.1595,0.9772,0.1191,0,0,0,0,0,0
0.154,0.1537,0.9789,0.1203,0,0,0,0,0,0
0.154,0.1515,0.9774,0.1227,0,0,0,0,0,0
0.159,0.1468,0.9786,0.123,0,0,0,0,0,0
0.16,0.1461,0.9772,0.1239,0,0,0,0,0,0
0.161,0.1461,0.9762,0.1235,0,0,0,0,0,0
0.166,0.1473,0.9757,0.1264,0,0,0,0,0,0
0.166,0.1473,0.9757,0.1264,0,0,0,0.0011,0.0024,0.0028
0.167,0.1466,0.9745,0.1269,0,0,0,0.0011,0.0024,0.0028
0.171,0.1476,0.9757,0.1308,0,0,0,0.0011,0.0024,0.0028
0.172,0.1498,0.9752,0.1298,0,0,0,0.0011,0.0024,0.0028
0.176,0.1515,0.975,0.1313,0,0,0,0.0011,0.0024,0.0028
0.176,0.1515,0.9742,0.133,0,0,0,0.0011,0.0024,0.0028
0.181,0.151,0.9745,0.1327,0,0,0,0.0011,0.0024,0.0028
0.182,0.151,0.9733,0.1323,0,0,0,0.0011,0.0024,0.0028
0.187,0.1517,0.975,0.1332,0,0,0,0.0011,0.0024,0.0028
0.188,0.1546,0.9759,0.1337,0,0,0,0.0011,0.0024,0.0028
0.191,0.1578,0.9769,0.1308,0,0,0,0.0011,0.0024,0.0028
0.191,0.1568,0.9801,0.1301,0,0,0,0.0011,0.0024,0.0028
0.195,0.1622,0.9789,0.1296,0,0,0,0.0011,0.0024,0.0028
0.195,0.1637,0.9786,0.1305,0,0,0,0.0011,0.0024,0.0028
0.2,0.1656,0.9794,0.1386,0,0,0,0.0011,0.0024,0.0028
0.201,0.1676,0.9808,0.1447,0,0,0,0.0011,0.0024,0.0028
0.205,0.1708,0.9808,0.1472,0,0,0,0.0011,0.0024,0.0028
0.206,0.1681,0.9813,0.1474,0,0,0,0.0011,0.0024,0.0028
0.21,0.1647,0.9821,0.1423,0,0,0,0.0011,0.0024,0.0028
0.211,0.1654,0.9825,0.1335,0,0,0,0.0011,0.0024,0.0028
0.214,0.1605,0.9847,0.1254,0,0,0,0.0011,0.0024,0.0028
0.215,0.1585,0.9843,0.1217,0,0,0,0.0011,0.0024,0.0028
0.219,0.1551,0.9855,0.1191,0,0,0,0.0011,0.0024,0.0028
0.22,0.1546,0.986,0.1193,0,0,0,0.0011,0.0024,0.0028
0.226,0.1515,0.9872,0.122,0,0,0,0.0011,0.0024,0.0028
0.227,0.1517,0.9862,0.1232,0,0,0,0.0011,0.0024,0.0028
0.231,0.1515,0.985,0.1252,0,0,0,0.0011,0.0024,0.0028
0.232,0.1537,0.9828,0.1252,0,0,0,0.0011,0.0024,0.0028
0.234,0.1537,0.9828,0.1252,0,0,0,0.0067,-0.0034,-0.0007
0.235,0.1549,0.9801,0.1291,0,0,0,0.0067,-0.0034,-0.0007
0.236,0.1544,0.9747,0.1296,0,0,0,0.0067,-0.0034,-0.0007
0.24,0.1541,0.9737,0.1318,0,0,0,0.0067,-0.0034,-0.0007
0.24,0.1537,0.9708,0.133,0,0,0,0.0067,-0.0034,-0.0007
0.245,0.1566,0.9676,0.1354,0,0,0,0.0067,-0.0034,-0.0007
0.245,0.1566,0.9676,0.1354,0.089,-0.0108,-0.0404,0.0067,-0.0034,-0.0007
0.246,0.1578,0.965,0.1369,0.089,-0.0108,-0.0404,0.0067,-0.0034,-0.0007
0.249,0.1625,0.9613,0.1366,0.089,-0.0108,-0.0404,0.0067,-0.0034,-0.0007
0.249,0.1661,0.9576,0.1386,0.089,-0.0108,-0.0404,0.0067,-0.0034,-0.0007
0.254,0.1698,0.9574,0.1398,0.089,-0.0108,-0.0404,0.0067,-0.0034,-0.0007
0.255,0.1725,0.9562,0.1403,0.089,-0.0108,-0.0404,0.0067,-0.0034,-0.0007
