time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
0.037,0.2287,0.9762,0.0868,0,0,0,0,0,0
0.037,0.2313,0.9772,0.0927,0,0,0,0,0,0
0.037,0.2338,0.9767,0.101,0,0,0,0,0,0
0.037,0.2343,0.9777,0.1049,0,0,0,0,0,0
0.038,0.2423,0.9767,0.1081,0,0,0,0,0,0
0.038,0.2519,0.973,0.1083,0,0,0,0,0,0
0.038,0.2602,0.9689,0.1059,0,0,0,0,0,0
0.038,0.2677,0.9652,0.1027,0,0,0,0,0,0
0.054,0.3015,0.9559,0.0963,0,0,0,0,0,0
0.055,0.2975,0.9571,0.0951,0,0,0,0,0,0
0.055,0.2963,0.9581,0.0922,0,0,0,0,0,0
0.056,0.2978,0.9559,0.0927,0,0,0,0,0,0
0.057,0.2983,0.9576,0.0922,0,0,0,0,0,0
0.057,0.3019,0.9544,0.0905,0,0,0,0,0,0
0.059,0.3005,0.9554,0.0944,0,0,0,0,0,0
0.059,0.2944,0.9566,0.0961,0,0,0,0,0,0
0.065,0.2897,0.9562,0.0978,0,0,0,0,0,0
0.065,0.2851,0.9564,0.1015,0,0,0,0,0,0
0.069,0.2822,0.9544,0.1073,0,0,0,0,0,0
0.069,0.2851,0.9508,0.1066,0,0,0,0,0,0
0.073,0.289,0.9449,0.1098,0,0,0,0,0,0
0.074,0.291,0.9437,0.11,0,0,0,0,0,0
0.078,0.2917,0.9437,0.1076,0,0,0,0,0,0
0.079,0.2878,0.9452,0.1071,0,0,0,0,0,0
0.084,0.2814,0.9464,0.1081,0,0,0,0,0,0
0.084,0.2773,0.9508,0.1034,0,0,0,0,0,0
0.089,0.2753,0.9488,0.1039,0,0,0,0,0,0
0.089,0.2783,0.9486,0.1002,0,0,0,0,0,0
0.093,0.2848,0.9449,0.1,0,0,0,0,0,0
0.093,0.287,0.9432,0.0985,0,0,0,0,0,0
0.098,0.2897,0.941,0.0978,0,0,0,0,0,0
0.099,0.2924,0.9395,0.1012,0,0,0,0,0,0
0.103,0.2914,0.9369,0.1051,0,0,0,0,0,0
0.104,0.289,0.9373,0.1046,0,0,0,0,0,0
0.107,0.2856,0.9393,0.1049,0,0,0,0,0,0
0.108,0.2834,0.9378,0.1012,0,0,0,0,0,0
0.113,0.2814,0.9408,0.1,0,0,0,0,0,0
0.113,0.2795,0.9398,0.0951,0,0,0,0,0,0
0.118,0.28,0.9398,0.0897,0,0,0,0,0,0
0.118,0.2819,0.9413,0.0873,0,0,0,0,0,0
0.123,0.2834,0.9417,0.0856,0,0,0,0,0,0
0.123,0.2836,0.9405,0.0883,0,0,0,0,0,0
0.127,0.2844,0.9408,0.0907,0,0,0,0,0,0
0.128,0.2804,0.9415,0.0875,0,0,0,0,0,0
0.133,0.2792,0.9405,0.081,0,0,0,0,0,0
0.133,0.2785,0.9388,0.0717,0,0,0,0,0,0
0.138,0.2836,0.9376,0.0636,0,0,0,0,0,0
0.138,0.2868,0.9383,0.0636,0,0,0,0,0,0
0.142,0.2888,0.9381,0.067,0,0,0,0,0,0
0.143,0.2914,0.9364,0.0756,0,0,0,0,0,0
0.147,0.2907,0.94,0.0858,0,0,0,0,0,0
0.147,0.2907,0.9378,0.088,0,0,0,0,0,0
0.152,0.2917,0.94,0.0851,0,0,0,0,0,0
0.153,0.2914,0.943,0.0805,0,0,0,0,0,0
0.157,0.2907,0.9464,0.0724,0,0,0,0,0,0
0.157,0.2863,0.9503,0.0651,0,0,0,0,0,0
0.162,0.2839,0.9566,0.057,0,0,0,0,0,0
0.162,0.2804,0.965,0.0492,0,0,0,0,0,0
0.166,0.2753,0.9701,0.0436,0,0,0,0,0,0
0.167,0.2753,0.9701,0.0436,0,0,0,0.1295,-0.203,0.0158
0.167,0.268,0.9728,0.0414,0,0,0,0.1295,-0.203,0.0158
0.172,0.2624,0.9757,0.0419,0,0,0,0.1295,-0.203,0.0158
0.172,0.2577,0.9781,0.0448,0,0,0,0.1295,-0.203,0.0158
0.173,0.2577,0.9781,0.0448,0,0,0,0.1295,-0.203,0.0158
0.179,0.2492,0.9796,0.0453,0,0,0,0.1295,-0.203,0.0158
0.179,0.248,0.9755,0.0458,0,0,0,0.1295,-0.203,0.0158
0.181,0.2462,0.9725,0.0504,0,0,0,0.1295,-0.203,0.0158
0.182,0.2487,0.9652,0.0529,0,0,0,0.1295,-0.203,0.0158
0.185,0.2553,0.9593,0.0563,0,0,0,0.1295,-0.203,0.0158
0.186,0.2619,0.952,0.056,0,0,0,0.1295,-0.203,0.0158
0.191,0.2685,0.9493,0.0546,0,0,0,0.1295,-0.203,0.0158
0.192,0.2724,0.9481,0.0516,0,0,0,0.1295,-0.203,0.0158
0.196,0.2719,0.9486,0.046,0,0,0,0.1295,-0.203,0.0158
0.197,0.2741,0.9486,0.0433,0,0,0,0.1295,-0.203,0.0158
0.2,0.2729,0.953,0.034,0,0,0,0.1295,-0.203,0.0158
0.201,0.2707,0.9542,0.0294,0,0,0,0.1295,-0.203,0.0158
0.205,0.2702,0.9574,0.0218,0,0,0,0.1295,-0.203,0.0158
0.206,0.269,0.9596,0.0199,0,0,0,0.1295,-0.203,0.0158
