time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
0.035,-0.5651,0.7395,0.3543,0,0,0,0,0,0
0.035,-0.5609,0.7412,0.3536,0,0,0,0,0,0
0.035,-0.5577,0.7446,0.3497,0,0,0,0,0,0
0.035,-0.5538,0.749,0.3509,0,0,0,0,0,0
0.035,-0.5533,0.7468,0.3531,0,0,0,0,0,0
0.035,-0.5519,0.7466,0.3516,0,0,0,0,0,0
0.035,-0.5521,0.7453,0.3548,0,0,0,0,0,0
0.035,-0.5511,0.7436,0.3572,0,0,0,0,0,0
0.036,-0.5509,0.7444,0.359,0,0,0,0,0,0
0.036,-0.5533,0.7439,0.358,0,0,0,0,0,0
0.036,-0.5531,0.7436,0.3538,0,0,0,0,0,0
0.036,-0.5504,0.7444,0.3563,0,0,0,0,0,0
0.052,-0.5504,0.7478,0.3563,0,0,0,0,0,0
0.053,-0.556,0.747,0.356,0,0,0,0,0,0
0.053,-0.5609,0.7446,0.3572,0,0,0,0,0,0
0.054,-0.5646,0.7444,0.3619,0,0,0,0,0,0
0.054,-0.567,0.7426,0.3651,0,0,0,0,0,0
0.055,-0.5709,0.7402,0.3619,0,0,0,0,0,0
0.055,-0.5743,0.7395,0.3587,0,0,0,0,0,0
0.056,-0.5775,0.7397,0.3604,0,0,0,0,0,0
0.061,-0.5787,0.7404,0.3641,0,0,0,0,0,0
0.062,-0.58,0.7407,0.3663,0,0,0,0,0,0
0.065,-0.5817,0.7409,0.3675,0,0,0,0,0,0
0.065,-0.5817,0.7412,0.3651,0,0,0,0,0,0
0.069,-0.5826,0.7385,0.3668,0,0,0,0,0,0
0.07,-0.5866,0.7365,0.366,0,0,0,0,0,0
0.074,-0.589,0.7392,0.3668,0,0,0,0,0,0
0.074,-0.5875,0.7397,0.366,0,0,0,0,0,0
0.079,-0.5822,0.7419,0.3626,0,0,0,0,0,0
0.08,-0.5804,0.7424,0.3616,0,0,0,0,0,0
0.084,-0.5746,0.7468,0.3626,0,0,0,0,0,0
0.085,-0.5729,0.7461,0.3599,0,0,0,0,0,0
0.089,-0.5709,0.7478,0.3599,0,0,0,0,0,0
0.089,-0.5692,0.748,0.3594,0,0,0,0,0,0
0.093,-0.568,0.749,0.3614,0,0,0,0,0,0
0.094,-0.568,0.749,0.3614,0,0,0,0.0056,0.008,-0.0121
0.095,-0.5641,0.749,0.3592,0,0,0,0.0056,0.008,-0.0121
0.099,-0.568,0.7502,0.3587,0,0,0,0.0056,0.008,-0.0121
0.101,-0.567,0.7507,0.3592,0,0,0,0.0056,0.008,-0.0121
0.104,-0.5651,0.7512,0.3568,0,0,0,0.0056,0.008,-0.0121
0.105,-0.568,0.7507,0.3577,0,0,0,0.0056,0.008,-0.0121
0.109,-0.5668,0.7507,0.3577,0,0,0,0.0056,0.008,-0.0121
0.11,-0.5675,0.7509,0.3568,0,0,0,0.0056,0.008,-0.0121
0.113,-0.569,0.7539,0.3546,0,0,0,0.0056,0.008,-0.0121
0.114,-0.5682,0.7522,0.3563,0,0,0,0.0056,0.008,-0.0121
0.119,-0.5702,0.7519,0.3529,0,0,0,0.0056,0.008,-0.0121
0.12,-0.569,0.7507,0.3514,0,0,0,0.0056,0.008,-0.0121
0.124,-0.5697,0.748,0.3514,0,0,0,0.0056,0.008,-0.0121
0.124,-0.5697,0.7441,0.3533,0,0,0,0.0056,0.008,-0.0121
0.129,-0.569,0.7434,0.3524,0,0,0,0.0056,0.008,-0.0121
0.129,-0.5673,0.7436,0.3551,0,0,0,0.0056,0.008,-0.0121
0.134,-0.5692,0.7419,0.3582,0,0,0,0.0056,0.008,-0.0121
0.135,-0.5663,0.7387,0.357,0,0,0,0.0056,0.008,-0.0121
0.137,-0.5677,0.7356,0.3616,0,0,0,0.0056,0.008,-0.0121
0.138,-0.5697,0.7348,0.3634,0,0,0,0.0056,0.008,-0.0121
0.143,-0.5702,0.7329,0.3646,0,0,0,0.0056,0.008,-0.0121
0.144,-0.5721,0.7329,0.3668,0,0,0,0.0056,0.008,-0.0121
0.148,-0.5739,0.7338,0.3663,0,0,0,0.0056,0.008,-0.0121
0.148,-0.5765,0.7324,0.3658,0,0,0,0.0056,0.008,-0.0121
0.153,-0.5751,0.7319,0.3658,0,0,0,0.0056,0.008,-0.0121
0.154,-0.5729,0.7304,0.3663,0,0,0,0.0056,0.008,-0.0121
0.159,-0.5726,0.7326,0.3663,0,0,0,0.0056,0.008,-0.0121
0.159,-0.5707,0.7321,0.3678,0,0,0,0.0056,0.008,-0.0121
0.162,-0.5707,0.7321,0.3678,0,0,0,-0.0037,-0.0271,-0.0155
0.163,-0.5719,0.7324,0.3687,0,0,0,-0.0037,-0.0271,-0.0155
0.163,-0.5702,0.7348,0.3665,0,0,0,-0.0037,-0.0271,-0.0155
0.168,-0.5709,0.7331,0.369,0,0,0,-0.0037,-0.0271,-0.0155
0.169,-0.5704,0.7341,0.3692,0,0,0,-0.0037,-0.0271,-0.0155
0.172,-0.5707,0.7356,0.369,0,0,0,-0.0037,-0.0271,-0.0155
0.173,-0.5721,0.7363,0.367,0,0,0,-0.0037,-0.0271,-0.0155
0.173,-0.5721,0.7363,0.367,0,0,0,-0.0037,-0.0271,-0.0155
0.177,-0.5714,0.7358,0.3678,0,0,0,-0.0037,-0.0271,-0.0155
0.177,-0.5717,0.7348,0.3682,0,0,0,-0.0037,-0.0271,-0.0155
0.182,-0.5697,0.7336,0.3675,0,0,0,-0.0037,-0.0271,-0.0155
0.182,-0.5682,0.7363,0.3695,0,0,0,-0.0037,-0.0271,-0.0155
0.187,-0.5668,0.7356,0.3692,0,0,0,-0.0037,-0.0271,-0.0155
0.188,-0.5658,0.7346,0.3675,0,0,0,-0.0037,-0.0271,-0.0155
0.192,-0.5648,0.7341,0.3673,0,0,0,-0.0037,-0.0271,-0.0155
0.193,-0.5663,0.7324,0.369,0,0,0,-0.0037,-0.0271,-0.0155
0.198,-0.5668,0.7309,0.3692,0,0,0,-0.0037,-0.0271,-0.0155
0.198,-0.5695,0.7307,0.3695,0,0,0,-0.0037,-0.0271,-0.0155
0.203,-0.5717,0.7295,0.3722,0,0,0,-0.0037,-0.0271,-0.0155
0.204,-0.5748,0.7275,0.3726,0,0,0,-0.0037,-0.0271,-0.0155
0.206,-0.5758,0.7263,0.3756,0,0,0,-0.0037,-0.0271,-0.0155
0.207,-0.5746,0.7246,0.3753,0,0,0,-0.0037,-0.0271,-0.0155
0.213,-0.5768,0.7243,0.3775,0,0,0,-0.0037,-0.0271,-0.0155
